"Num_Acc";"senc";"catv";"occutc";"obs";"obsm";"choc";"manv";"an";"mois";"jour";"hrmn";"Jour_semaine";"lum";"agg";"atm";"adr";"long";"lat";"dep"
200700026744;0;10;0;0;2;1;21;2007;5;12;1630;"Samedi";1;1;1;"";"0.0";0;450
200700026744;0;7;0;0;2;8;1;2007;5;12;1630;"Samedi";1;1;1;"";"0.0";0;450
200700026745;0;7;0;0;2;3;13;2007;5;28;1800;"Lundi";1;1;3;"";"0.0";0;450
200700026745;0;7;0;0;2;3;0;2007;5;28;1800;"Lundi";1;1;3;"";"0.0";0;450
200700026746;0;7;0;0;0;4;15;2007;5;2;1830;"Mercredi";1;1;1;"";"0.0";0;450
200700026746;0;32;0;0;2;1;17;2007;5;2;1830;"Mercredi";1;1;1;"";"0.0";0;450
200700026747;0;7;0;0;9;1;17;2007;5;3;1845;"Jeudi";1;1;1;"";"0.0";0;450
200700026747;0;1;0;0;0;8;15;2007;5;3;1845;"Jeudi";1;1;1;"";"0.0";0;450
200700026747;0;1;0;0;0;8;17;2007;5;3;1845;"Jeudi";1;1;1;"";"0.0";0;450
200700026748;0;10;0;0;0;3;13;2007;5;31;1730;"Jeudi";1;1;3;"";"0.0";0;450
200700026748;0;10;0;0;0;3;0;2007;5;31;1730;"Jeudi";1;1;3;"";"0.0";0;450
200700026749;0;7;0;0;2;1;13;2007;5;17;1045;"Jeudi";1;1;1;"";"0.0";0;450
200700026749;0;21;0;0;2;1;1;2007;5;17;1045;"Jeudi";1;1;1;"";"0.0";0;450
200700026750;0;7;0;0;2;2;15;2007;5;20;1430;"Dimanche";1;1;2;"";"0.0";0;450
200700026750;0;7;0;0;2;3;1;2007;5;20;1430;"Dimanche";1;1;2;"";"0.0";0;450
200700026751;0;7;0;8;0;9;14;2007;5;2;700;"Mercredi";1;1;1;"";"294400.0";4803100;450
200700026752;0;7;0;2;0;1;13;2007;5;31;2130;"Jeudi";2;1;2;"";"0.0";0;450
200700026753;0;7;0;0;9;2;1;2007;5;25;1500;"Vendredi";1;1;1;"";"257500.0";4807400;450
200700026753;0;33;0;0;2;8;1;2007;5;25;1500;"Vendredi";1;1;1;"";"257500.0";4807400;450
200700026754;0;7;0;8;0;1;1;2007;5;30;615;"Mercredi";2;1;1;"";"0.0";0;450
200700026878;0;7;0;3;0;1;1;2007;5;1;1500;"Mardi";1;1;1;"";"0.0";0;450
200700026879;0;7;0;0;0;6;1;2007;5;12;715;"Samedi";1;1;8;"";"166900.0";4784000;450
200700026879;0;7;0;0;2;2;14;2007;5;12;715;"Samedi";1;1;8;"";"166900.0";4784000;450
200700026880;0;7;0;0;2;1;1;2007;5;17;1015;"Jeudi";1;1;1;"";"0.0";0;450
200700026880;0;33;0;0;0;4;1;2007;5;17;1015;"Jeudi";1;1;1;"";"0.0";0;450
200700026880;0;33;0;0;0;4;1;2007;5;17;1015;"Jeudi";1;1;1;"";"0.0";0;450
200700026880;0;33;0;0;0;4;1;2007;5;17;1015;"Jeudi";1;1;1;"";"0.0";0;450
200700026880;0;33;0;0;0;4;1;2007;5;17;1015;"Jeudi";1;1;1;"";"0.0";0;450
200700028607;0;7;0;0;2;2;15;2007;5;15;1645;"Mardi";1;2;1;"JAURES (RUE JEAN)";"";NA;450
200700028607;0;2;0;0;2;1;9;2007;5;15;1645;"Mardi";1;2;1;"JAURES (RUE JEAN)";"";NA;450
200700028608;0;7;0;0;1;1;2;2007;5;16;2335;"Mercredi";5;2;2;"80/82, DEPORTES ET INTER";"";NA;450
200700028609;1;17;0;0;1;0;1;2007;5;22;1045;"Mardi";1;2;1;"14, LIBERATION (RUE DE L";"";NA;450
200700028610;0;7;0;6;0;1;1;2007;5;26;318;"Samedi";5;2;1;"535, GROS MOULIN (RUE DU";"";NA;450
200700028611;0;2;0;0;2;1;1;2007;5;1;145;"Mardi";5;2;2;"PERRAULT (RUE CHARLES)";"";NA;450
200700028611;0;7;0;0;2;6;1;2007;5;1;145;"Mardi";5;2;2;"PERRAULT (RUE CHARLES)";"";NA;450
200700028612;0;33;0;0;2;1;13;2007;5;1;1815;"Mardi";1;2;1;"26, BALLON (RUE DU BALLO";"";NA;450
200700028612;0;7;0;0;2;1;1;2007;5;1;1815;"Mardi";1;2;1;"26, BALLON (RUE DU BALLO";"";NA;450
200700028613;0;33;0;0;2;1;1;2007;5;6;1230;"Dimanche";1;2;1;"15, CHAMPS (RUE DES BAS)";"";NA;450
200700028613;0;33;0;0;2;5;16;2007;5;6;1230;"Dimanche";1;2;1;"15, CHAMPS (RUE DES BAS)";"";NA;450
200700028614;0;7;0;0;2;3;9;2007;5;3;1600;"Jeudi";1;2;1;"156 bis, BERTHELOT (RUE";"";NA;450
200700028614;0;32;0;0;2;7;1;2007;5;3;1600;"Jeudi";1;2;1;"156 bis, BERTHELOT (RUE";"";NA;450
200700028615;0;7;0;0;2;3;15;2007;5;6;1425;"Dimanche";1;2;1;"19, BEAUHAIRE (RUE CHARL";"";NA;450
200700028615;0;33;0;0;2;7;1;2007;5;6;1425;"Dimanche";1;2;1;"19, BEAUHAIRE (RUE CHARL";"";NA;450
200700028616;0;7;0;0;2;3;15;2007;5;6;1332;"Dimanche";1;2;1;"NECOTIN (RUE DU)";"";NA;450
200700028616;0;2;0;0;2;8;1;2007;5;6;1332;"Dimanche";1;2;1;"NECOTIN (RUE DU)";"";NA;450
200700028617;0;7;0;0;2;7;1;2007;5;4;1725;"Vendredi";1;2;1;"COSSONNIERE (RUE DE LA C";"";NA;450
200700028617;0;7;0;0;2;1;15;2007;5;4;1725;"Vendredi";1;2;1;"COSSONNIERE (RUE DE LA C";"";NA;450
200700028618;0;7;0;0;2;1;1;2007;5;4;1630;"Vendredi";1;2;1;"SANDILLON  (ROUTE DE)";"";NA;450
200700028618;0;7;0;0;2;3;16;2007;5;4;1630;"Vendredi";1;2;1;"SANDILLON  (ROUTE DE)";"";NA;450
200700028619;0;7;0;0;1;1;1;2007;5;3;1145;"Jeudi";1;2;1;"16, FAUBOURG SAINT VINCE";"";NA;450
200700028620;0;33;0;0;2;1;1;2007;5;3;1715;"Jeudi";1;2;1;"RN 60";"";NA;450
200700028620;0;7;0;0;2;6;2;2007;5;3;1715;"Jeudi";1;2;1;"RN 60";"";NA;450
200700028621;0;7;0;0;2;2;1;2007;5;8;1905;"Mardi";1;2;2;"54, CHATEAU (RUE DU CHAT";"";NA;450
200700028621;0;7;0;0;2;3;15;2007;5;8;1905;"Mardi";1;2;2;"54, CHATEAU (RUE DU CHAT";"";NA;450
200700028622;0;10;0;0;2;2;1;2007;5;7;1245;"Lundi";1;2;1;"MOUCHETIERE (RUE DE LA)";"";NA;450
200700028622;0;7;0;0;2;4;1;2007;5;7;1245;"Lundi";1;2;1;"MOUCHETIERE (RUE DE LA)";"";NA;450
200700028623;0;1;0;0;2;1;1;2007;5;10;910;"Jeudi";1;2;1;"CIGOGNE (RUE DE LA)";"";NA;450
200700028623;0;10;0;0;2;6;1;2007;5;10;910;"Jeudi";1;2;1;"CIGOGNE (RUE DE LA)";"";NA;450
200700028624;1;7;0;0;2;3;17;2007;5;12;1800;"Samedi";1;2;1;"57, DEMAY (RUE)";"345699.0";4788733;450
200700028624;0;7;0;0;2;3;1;2007;5;12;1800;"Samedi";1;2;1;"57, DEMAY (RUE)";"345699.0";4788733;450
200700028625;0;2;0;0;2;1;17;2007;5;12;1630;"Samedi";1;2;1;"SOLOGNE (AVENUE DE)";"";NA;450
200700028625;0;7;0;0;2;6;23;2007;5;12;1630;"Samedi";1;2;1;"SOLOGNE (AVENUE DE)";"";NA;450
200700028626;0;7;0;0;2;1;2;2007;5;13;1826;"Dimanche";1;2;1;"ZAY (AVENUE JEAN ZAY)";"";NA;450
200700028626;0;7;0;0;2;4;1;2007;5;13;1826;"Dimanche";1;2;1;"ZAY (AVENUE JEAN ZAY)";"";NA;450
200700028627;0;33;0;0;2;1;17;2007;5;13;1430;"Dimanche";1;2;1;"75, SAINT JEAN (FAUBOURG";"";NA;450
200700028627;0;31;0;0;2;8;15;2007;5;13;1430;"Dimanche";1;2;1;"75, SAINT JEAN (FAUBOURG";"";NA;450
200700028628;0;7;0;0;2;1;2;2007;5;14;1515;"Lundi";1;2;1;"PAVARD (RUE HENRI)";"";NA;450
200700028628;0;7;0;0;2;4;23;2007;5;14;1515;"Lundi";1;2;1;"PAVARD (RUE HENRI)";"";NA;450
200700028629;0;7;0;0;2;5;14;2007;5;14;1745;"Lundi";1;1;3;"RN 60";"";NA;450
200700028629;0;33;0;0;2;3;1;2007;5;14;1745;"Lundi";1;1;3;"RN 60";"";NA;450
200700028630;0;31;0;15;0;1;14;2007;5;18;315;"Vendredi";5;2;1;"686, LOIRET (AVENUE DU)";"";NA;450
200700028631;0;7;0;0;2;1;13;2007;5;18;2011;"Vendredi";1;2;1;"BATTE (RUE DE LA BATTE)";"";NA;450
200700028631;0;2;0;0;2;1;1;2007;5;18;2011;"Vendredi";1;2;1;"BATTE (RUE DE LA BATTE)";"";NA;450
200700028632;0;7;0;0;1;1;1;2007;5;18;1005;"Vendredi";1;2;1;"131, FAUBOURG BANNIER (R";"";NA;450
200700028633;0;34;0;0;2;1;2;2007;5;19;1500;"Samedi";1;2;1;"MENDES FRANCE (AVENUE PI";"";NA;450
200700028633;0;7;0;0;2;4;1;2007;5;19;1500;"Samedi";1;2;1;"MENDES FRANCE (AVENUE PI";"";NA;450
200700028634;0;2;0;0;2;1;14;2007;5;19;2220;"Samedi";5;2;1;"FAUBOURG DE BOURGOGNE (R";"";NA;450
200700028634;0;7;0;0;2;8;15;2007;5;19;2220;"Samedi";5;2;1;"FAUBOURG DE BOURGOGNE (R";"";NA;450
200700028635;0;1;0;0;2;1;1;2007;5;20;1140;"Dimanche";1;2;2;"23, SAINT PRYVE (RUE DE)";"";NA;450
200700028635;0;7;0;0;2;1;15;2007;5;20;1140;"Dimanche";1;2;2;"23, SAINT PRYVE (RUE DE)";"";NA;450
200700028636;0;7;0;0;2;3;1;2007;5;24;910;"Jeudi";1;2;1;"64, FAUBOURG DE BOURGOGN";"";NA;450
200700028636;0;30;0;0;2;0;15;2007;5;24;910;"Jeudi";1;2;1;"64, FAUBOURG DE BOURGOGN";"";NA;450
200700028637;0;7;0;0;2;1;15;2007;5;24;1820;"Jeudi";1;2;1;"59, BERTHELOT (RUE MARCE";"";NA;450
200700028637;0;7;0;0;2;3;1;2007;5;24;1820;"Jeudi";1;2;1;"59, BERTHELOT (RUE MARCE";"";NA;450
200700028638;1;10;0;0;1;4;4;2007;5;26;1900;"Samedi";1;2;1;"24, PRAIRIE (RUE DE LA)";"";NA;450
200700028639;0;7;0;0;2;1;1;2007;5;27;1520;"Dimanche";1;2;3;"32, DAUPHINE (AVENUE)";"";NA;450
200700028639;0;7;0;0;2;9;1;2007;5;27;1520;"Dimanche";1;2;3;"32, DAUPHINE (AVENUE)";"";NA;450
200700028639;0;7;0;0;2;9;9;2007;5;27;1520;"Dimanche";1;2;3;"32, DAUPHINE (AVENUE)";"";NA;450
200700028640;0;7;0;0;2;2;17;2007;5;28;830;"Lundi";1;2;2;"8, MONBARY  (RUE DE)";"";NA;450
200700028640;0;7;0;0;2;8;15;2007;5;28;830;"Lundi";1;2;2;"8, MONBARY  (RUE DE)";"";NA;450
200700028641;0;10;0;0;1;4;4;2007;5;22;1120;"Mardi";1;2;1;"25, LECOMTE (RUE GEORGES";"";NA;450
200700028642;0;7;0;0;1;4;4;2007;5;22;1040;"Mardi";1;2;1;"BANNIER (RUE DU FAUBOURG";"";NA;450
200700028643;0;7;0;0;2;8;16;2007;5;29;705;"Mardi";2;2;1;"PARC FLORAL (AVENUE DU P";"";NA;450
200700028643;0;32;0;0;2;7;1;2007;5;29;705;"Mardi";2;2;1;"PARC FLORAL (AVENUE DU P";"";NA;450
200700028644;0;7;0;0;2;1;1;2007;5;29;1930;"Mardi";1;2;1;"23, JAURES (BOULEVARD JE";"";NA;450
200700028644;0;7;0;0;2;9;23;2007;5;29;1930;"Mardi";1;2;1;"23, JAURES (BOULEVARD JE";"";NA;450
200700028644;0;33;0;0;2;4;23;2007;5;29;1930;"Mardi";1;2;1;"23, JAURES (BOULEVARD JE";"";NA;450
200700028645;0;7;0;9;1;3;0;2007;5;30;1240;"Mercredi";1;2;2;"BLUM (RUE LEON)";"";NA;450
200700033220;0;7;0;3;0;2;2;2007;6;20;700;"Mercredi";1;1;1;"";"299800.0";4811700;450
200700033221;0;7;0;3;0;3;1;2007;6;13;1815;"Mercredi";1;1;1;"";"0.0";0;450
200700033671;0;7;0;2;0;1;1;2007;6;2;230;"Samedi";3;1;1;"";"0.0";0;450
200700033672;0;7;0;0;2;3;0;2007;6;23;1800;"Samedi";1;1;1;"";"0.0";0;450
200700033672;0;7;0;0;2;3;13;2007;6;23;1800;"Samedi";1;1;1;"";"0.0";0;450
200700033673;0;7;0;0;2;7;13;2007;6;30;330;"Samedi";3;1;1;"";"225600.0";4789300;450
200700033673;0;15;0;0;2;1;1;2007;6;30;330;"Samedi";3;1;1;"";"225600.0";4789300;450
200700033674;0;33;0;8;0;1;1;2007;6;2;2100;"Samedi";2;2;1;"39 rue Blanche";"202900.0";4790800;450
200700033675;0;7;0;0;2;8;2;2007;6;26;1600;"Mardi";1;1;1;"";"0.0";0;450
200700033675;0;21;0;0;0;4;2;2007;6;26;1600;"Mardi";1;1;1;"";"0.0";0;450
200700033676;0;33;0;0;2;8;2;2007;6;1;1515;"Vendredi";1;1;1;"";"180300.0";4788100;450
200700033676;0;7;0;0;2;7;2;2007;6;1;1515;"Vendredi";1;1;1;"";"180300.0";4788100;450
200700033677;0;7;0;0;2;1;1;2007;6;15;1645;"Vendredi";1;2;1;"rue de l'isère";"0.0";0;450
200700033677;0;7;0;0;2;3;1;2007;6;15;1645;"Vendredi";1;2;1;"rue de l'isère";"0.0";0;450
200700033678;0;30;0;0;0;1;0;2007;6;22;1745;"Vendredi";1;1;1;"";"0.0";0;450
200700033679;0;2;0;0;2;1;13;2007;6;25;1630;"Lundi";1;2;1;"rue des Courcelles";"0.0";0;450
200700033679;0;7;0;0;2;3;1;2007;6;25;1630;"Lundi";1;2;1;"rue des Courcelles";"0.0";0;450
200700033680;0;7;0;0;2;1;13;2007;6;3;545;"Dimanche";1;1;1;"";"256200.0";4763300;450
200700033680;0;10;0;0;2;1;1;2007;6;3;545;"Dimanche";1;1;1;"";"256200.0";4763300;450
200700033681;1;10;0;0;2;5;16;2007;6;9;900;"Samedi";1;2;1;"CD951/CD926";"281800.0";4754700;450
200700033681;0;1;0;0;2;1;1;2007;6;9;900;"Samedi";1;2;1;"CD951/CD926";"281800.0";4754700;450
200700033682;0;7;0;0;2;2;20;2007;6;24;1205;"Dimanche";1;2;1;"ieu dit les hautes rives";"0.0";0;450
200700033682;0;31;0;0;2;1;17;2007;6;24;1205;"Dimanche";1;2;1;"ieu dit les hautes rives";"0.0";0;450
200700033683;0;7;0;0;0;3;2;2007;6;3;1930;"Dimanche";1;2;1;"18 route de bray en val";"0.0";0;450
200700033683;0;7;0;0;0;5;0;2007;6;3;1930;"Dimanche";1;2;1;"18 route de bray en val";"0.0";0;450
200700033684;0;7;0;0;2;1;5;2007;6;20;1230;"Mercredi";1;1;1;"";"0.0";0;450
200700033684;0;7;0;0;2;1;1;2007;6;20;1230;"Mercredi";1;1;1;"";"0.0";0;450
200700033685;0;32;0;0;0;4;23;2007;6;30;1800;"Samedi";1;2;1;"rue Robert Pichon";"0.0";0;450
200700033685;0;32;0;0;2;2;21;2007;6;30;1800;"Samedi";1;2;1;"rue Robert Pichon";"0.0";0;450
200700033686;0;7;0;2;0;1;1;2007;6;19;215;"Mardi";3;1;1;"";"0.0";0;450
200700033687;0;33;0;0;6;1;0;2007;6;18;2145;"Lundi";2;1;1;"";"0.0";0;450
200700033688;0;7;0;8;0;8;17;2007;6;6;2130;"Mercredi";1;1;1;"";"275000.0";4817000;450
200700033689;0;7;0;2;0;6;1;2007;6;9;1800;"Samedi";1;1;1;"";"276000.0";4811000;450
200700033690;0;7;0;0;2;1;1;2007;6;10;1415;"Dimanche";1;1;1;"RN 152 - PK 27+500";"0.0";0;450
200700033690;0;7;0;0;1;4;23;2007;6;10;1415;"Dimanche";1;1;1;"RN 152 - PK 27+500";"0.0";0;450
200700033690;0;7;0;0;0;4;23;2007;6;10;1415;"Dimanche";1;1;1;"RN 152 - PK 27+500";"0.0";0;450
200700033691;0;7;0;0;2;1;1;2007;6;23;1830;"Samedi";1;1;1;"";"0.0";0;450
200700033691;0;7;0;0;2;6;10;2007;6;23;1830;"Samedi";1;1;1;"";"0.0";0;450
200700033692;0;7;0;0;9;2;19;2007;6;17;2230;"Dimanche";3;1;1;"";"248600.0";4821800;450
200700033692;0;30;0;0;2;1;1;2007;6;17;2230;"Dimanche";3;1;1;"";"248600.0";4821800;450
200700033856;0;17;0;6;0;2;1;2007;6;4;500;"Lundi";5;1;1;"";"0.0";0;450
200700033857;0;7;0;0;2;2;14;2007;6;6;1345;"Mercredi";1;1;1;"";"0.0";0;450
200700033857;0;17;0;0;2;8;1;2007;6;6;1345;"Mercredi";1;1;1;"";"0.0";0;450
200700033858;0;7;0;3;0;2;17;2007;6;9;645;"Samedi";2;1;1;"";"0.0";0;450
200700033860;0;10;0;13;0;3;21;2007;6;24;1900;"Dimanche";1;1;1;"";"0.0";0;450
200700035781;0;7;0;9;0;1;0;2007;6;10;1800;"Dimanche";1;1;1;"FOLIE (RUE DE LA)";"";NA;450
200700035782;0;2;0;0;2;1;2;2007;6;22;1620;"Vendredi";1;2;3;"NIVELLE (RUE DE LA)";"";NA;450
200700035782;0;7;0;0;0;4;2;2007;6;22;1620;"Vendredi";1;2;3;"NIVELLE (RUE DE LA)";"";NA;450
200700035783;0;7;0;0;1;1;1;2007;6;3;1532;"Dimanche";1;2;1;"MENDES FRANCE (AVENUE PI";"";NA;450
200700035784;0;2;0;0;0;0;1;2007;6;3;1410;"Dimanche";1;2;1;"76, CHAMPDOUX  (RUE DE)";"";NA;450
200700035785;0;7;0;0;2;1;1;2007;6;1;955;"Vendredi";1;2;1;"MENDES FRANCE (AVENUE PI";"";NA;450
200700035785;0;1;0;0;2;8;19;2007;6;1;955;"Vendredi";1;2;1;"MENDES FRANCE (AVENUE PI";"";NA;450
200700035786;0;7;0;0;1;0;1;2007;6;5;1825;"Mardi";1;2;1;"REIMS (RUE DE)";"";NA;450
200700035787;0;7;0;0;2;1;1;2007;6;6;810;"Mercredi";1;2;1;"PRESIDENT KENNEDY (AVENU";"";NA;450
200700035787;0;7;0;0;2;2;15;2007;6;6;810;"Mercredi";1;2;1;"PRESIDENT KENNEDY (AVENU";"";NA;450
200700035788;0;7;0;0;1;1;1;2007;6;6;1800;"Mercredi";1;2;1;"SOLOGNE (AVENUE DE)";"";NA;450
200700035789;0;7;0;8;0;1;13;2007;6;7;45;"Jeudi";5;2;1;"CHARTRES (ANCIENNE ROUTE";"";NA;450
200700035790;0;7;0;0;2;2;9;2007;6;13;1300;"Mercredi";1;2;1;"93, VRIGNY  (RUE DE)";"";NA;450
200700035790;0;30;0;0;2;8;1;2007;6;13;1300;"Mercredi";1;2;1;"93, VRIGNY  (RUE DE)";"";NA;450
200700035791;0;7;0;0;1;1;1;2007;6;14;925;"Jeudi";1;2;8;"331, BERTHELOT (RUE MARC";"";NA;450
200700035792;0;10;0;0;1;1;1;2007;6;28;1045;"Jeudi";1;2;1;"155-157, FAUBOURG DE BOU";"";NA;450
200700035793;0;7;0;0;2;7;17;2007;6;19;849;"Mardi";1;1;1;"1, CHATEAU  (RUE DU)";"";NA;450
200700035793;0;1;0;0;2;8;1;2007;6;19;849;"Mardi";1;1;1;"1, CHATEAU  (RUE DU)";"";NA;450
200700035794;0;7;0;0;2;3;0;2007;6;19;925;"Mardi";1;1;1;"R.N. 271";"";NA;450
200700035794;0;14;0;0;2;4;0;2007;6;19;925;"Mardi";1;1;1;"R.N. 271";"";NA;450
200700035794;0;10;0;0;2;3;0;2007;6;19;925;"Mardi";1;1;1;"R.N. 271";"";NA;450
200700035795;0;1;0;0;2;0;1;2007;6;19;1915;"Mardi";1;2;3;"11, BASSE D'INGRE (RUE )";"";NA;450
200700035795;0;7;0;0;2;3;1;2007;6;19;1915;"Mardi";1;2;3;"11, BASSE D'INGRE (RUE )";"";NA;450
200700035796;0;7;0;9;0;1;1;2007;6;21;2350;"Jeudi";4;2;1;"LECLERC (AVENUE DU GENER";"";NA;450
200700035797;0;7;0;0;4;8;9;2007;6;22;1510;"Vendredi";1;2;8;"SAINT AMAND (RUE SAINT A";"";NA;450
200700035797;0;40;0;0;2;2;1;2007;6;22;1510;"Vendredi";1;2;8;"SAINT AMAND (RUE SAINT A";"";NA;450
200700035798;0;7;0;0;2;4;1;2007;6;24;955;"Dimanche";1;1;1;"RN 60";"";NA;450
200700035798;0;7;0;0;2;1;1;2007;6;24;955;"Dimanche";1;1;1;"RN 60";"";NA;450
200700035799;0;13;0;0;2;0;1;2007;6;26;1135;"Mardi";1;2;1;"COURTIN ROSSIGNOL (RUE)";"";NA;450
200700035799;0;7;0;8;2;3;9;2007;6;26;1135;"Mardi";1;2;1;"COURTIN ROSSIGNOL (RUE)";"";NA;450
200700035800;0;2;0;0;2;1;17;2007;6;26;845;"Mardi";1;2;1;"11, CHAMPS FRAIS (RUE DE";"";NA;450
200700035800;0;7;0;0;2;8;15;2007;6;26;845;"Mardi";1;2;1;"11, CHAMPS FRAIS (RUE DE";"";NA;450
200700035801;1;7;0;0;2;1;18;2007;6;29;1950;"Vendredi";1;1;1;"RN 60";"";NA;450
200700035801;0;7;0;0;2;4;12;2007;6;29;1950;"Vendredi";1;1;1;"RN 60";"";NA;450
200700035802;0;7;0;0;2;1;17;2007;6;30;1525;"Samedi";1;2;1;"ORADOUR SUR GLANE (AVENU";"";NA;450
200700035802;0;7;0;0;2;3;1;2007;6;30;1525;"Samedi";1;2;1;"ORADOUR SUR GLANE (AVENU";"";NA;450
200700035803;0;7;0;0;2;1;13;2007;6;30;1810;"Samedi";1;2;1;"1806, ROUTE NATIONALE 20";"";NA;450
200700035803;0;7;0;0;2;3;1;2007;6;30;1810;"Samedi";1;2;1;"1806, ROUTE NATIONALE 20";"";NA;450
200700035804;0;33;0;0;0;0;0;2007;6;30;2257;"Samedi";5;2;1;"38 ter, CHABASSIERES (RU";"";NA;450
200700041222;0;7;0;0;0;0;1;2007;7;31;15;"Mardi";3;1;1;"";"0.0";0;450
200700041223;0;7;0;0;1;2;16;2007;7;6;1715;"Vendredi";1;2;1;"place de la halle St Pie";"0.0";0;450
200700041224;0;33;0;0;0;0;1;2007;7;1;430;"Dimanche";3;1;1;"";"196300.0";4771400;450
200700041225;0;33;0;13;0;2;13;2007;7;15;1545;"Dimanche";1;1;1;"";"179300.0";4768100;450
200700041226;0;7;0;0;2;3;15;2007;7;16;1815;"Lundi";1;1;1;"";"182600.0";4780200;450
200700041226;0;7;0;0;2;2;1;2007;7;16;1815;"Lundi";1;1;1;"";"182600.0";4780200;450
200700041227;0;7;0;0;0;4;23;2007;7;24;930;"Mardi";1;2;1;"RUE DE LA CHAVANNERIE";"194100.0";4773200;450
200700041227;0;7;0;0;2;1;2;2007;7;24;930;"Mardi";1;2;1;"RUE DE LA CHAVANNERIE";"194100.0";4773200;450
200700041228;0;7;0;13;0;2;1;2007;7;29;1945;"Dimanche";1;1;3;"";"210500.0";4771100;450
200700041229;0;7;0;13;0;1;1;2007;7;8;500;"Dimanche";2;1;1;"";"0.0";0;450
200700041230;0;7;0;0;2;1;13;2007;7;16;700;"Lundi";1;1;1;"";"0.0";0;450
200700041230;0;7;0;0;2;3;13;2007;7;16;700;"Lundi";1;1;1;"";"0.0";0;450
200700041231;0;31;0;0;2;8;1;2007;7;18;1745;"Mercredi";1;1;1;"";"0.0";0;450
200700041231;0;7;0;0;2;1;19;2007;7;18;1745;"Mercredi";1;1;1;"";"0.0";0;450
200700041232;0;33;0;0;2;1;17;2007;7;15;1830;"Dimanche";1;1;1;"";"227400.0";4809000;450
200700041232;0;21;0;0;2;8;15;2007;7;15;1830;"Dimanche";1;1;1;"";"227400.0";4809000;450
200700041233;0;7;0;12;0;2;1;2007;7;16;1900;"Lundi";1;2;1;"Rue de Beaumont";"0.0";0;450
200700041234;0;7;0;13;0;1;0;2007;7;19;1115;"Jeudi";1;1;1;"";"206600.0";4795100;450
200700041235;0;7;0;0;2;1;15;2007;7;28;1900;"Samedi";1;1;1;"";"0.0";0;450
200700041235;0;7;0;0;2;2;1;2007;7;28;1900;"Samedi";1;1;1;"";"0.0";0;450
200700041236;0;7;0;0;2;1;13;2007;7;11;1100;"Mercredi";1;1;1;"";"0.0";0;450
200700041236;0;7;0;0;2;8;1;2007;7;11;1100;"Mercredi";1;1;1;"";"0.0";0;450
200700041237;0;7;0;0;2;1;1;2007;7;18;1400;"Mercredi";1;1;1;"";"0.0";0;450
200700041237;0;7;0;0;2;3;19;2007;7;18;1400;"Mercredi";1;1;1;"";"0.0";0;450
200700041238;0;10;0;0;2;1;1;2007;7;27;1100;"Vendredi";1;1;1;"";"0.0";0;450
200700041238;0;10;0;0;2;1;1;2007;7;27;1100;"Vendredi";1;1;1;"";"0.0";0;450
200700041238;0;10;0;0;0;3;0;2007;7;27;1100;"Vendredi";1;1;1;"";"0.0";0;450
200700041239;0;7;0;0;6;1;12;2007;7;22;1845;"Dimanche";1;1;1;"";"0.0";0;450
200700041240;0;1;0;0;0;5;2;2007;7;11;900;"Mercredi";1;1;1;"";"0.0";0;450
200700041240;0;2;0;2;9;1;2;2007;7;11;900;"Mercredi";1;1;1;"";"0.0";0;450
200700041241;0;33;0;0;2;7;13;2007;7;15;2030;"Dimanche";1;1;1;"";"0.0";0;450
200700041241;0;21;0;0;0;0;15;2007;7;15;2030;"Dimanche";1;1;1;"";"0.0";0;450
200700041242;0;36;0;12;0;3;1;2007;7;31;1630;"Mardi";1;2;1;"40 Route de Sully";"0.0";0;450
200700041243;0;7;0;0;2;1;1;2007;7;24;1745;"Mardi";1;1;1;"";"270000.0";4805000;450
200700041243;0;7;0;0;0;8;15;2007;7;24;1745;"Mardi";1;1;1;"";"270000.0";4805000;450
200700041244;0;7;0;0;2;1;13;2007;7;16;1030;"Lundi";1;1;1;"";"307100.0";4805400;450
200700041244;0;15;0;0;2;3;1;2007;7;16;1030;"Lundi";1;1;1;"";"307100.0";4805400;450
200700041245;0;7;0;0;2;1;15;2007;7;17;1230;"Mardi";1;2;1;"54 rue de villeuneuve";"305500.0";4804400;450
200700041245;0;7;0;0;2;1;1;2007;7;17;1230;"Mardi";1;2;1;"54 rue de villeuneuve";"305500.0";4804400;450
200700041246;0;7;0;0;0;2;1;2007;7;30;1430;"Lundi";1;1;1;"";"298000.0";4803400;450
200700041247;0;7;0;0;2;1;2;2007;7;10;1245;"Mardi";1;1;3;"";"0.0";0;450
200700041247;0;7;0;0;0;4;15;2007;7;10;1245;"Mardi";1;1;3;"";"0.0";0;450
200700041248;0;7;0;8;0;8;1;2007;7;20;545;"Vendredi";3;1;2;"";"257200.0";4803900;450
200700041249;0;7;0;6;0;1;1;2007;7;21;130;"Samedi";5;2;1;"vieux Toury";"274600.0";4814200;450
200700041250;0;7;0;0;2;1;1;2007;7;4;1345;"Mercredi";1;2;1;"rue du 14/07 et rue rena";"247400.0";4820900;450
200700041250;0;2;0;0;2;5;1;2007;7;4;1345;"Mercredi";1;2;1;"rue du 14/07 et rue rena";"247400.0";4820900;450
200700041392;0;7;0;4;0;3;1;2007;7;17;1115;"Mardi";1;1;1;"";"0.0";0;450
200700041395;0;7;0;13;0;2;17;2007;7;30;1230;"Lundi";1;1;1;"";"0.0";0;450
