"Num_Acc";"grav0";"grav1";"grav2";"grav3"
"200600007158";"1";"0";"1";"0"
"200600007159";"1";"0";"3";"0"
"200600007160";"1";"1";"0";"0"
"200600007161";"1";"0";"1";"0"
"200600007162";"0";"2";"1";"0"
"200600007163";"2";"3";"0";"0"
"200600007164";"0";"1";"0";"0"
"200600007165";"4";"1";"0";"0"
"200600007166";"0";"0";"1";"0"
"200600007167";"0";"1";"1";"0"
"200600007168";"0";"1";"0";"0"
"200600007169";"1";"1";"0";"0"
"200600007170";"1";"0";"1";"0"
"200600007171";"3";"1";"1";"0"
"200600007172";"0";"1";"1";"0"
"200600007173";"0";"0";"1";"0"
"200600007254";"3";"0";"1";"0"
"200600008587";"0";"1";"1";"0"
"200600008588";"0";"0";"1";"0"
"200600008589";"1";"1";"0";"0"
"200600008590";"1";"1";"0";"0"
"200600008591";"1";"1";"0";"0"
"200600008592";"0";"3";"0";"0"
"200600008593";"0";"1";"0";"0"
"200600008594";"1";"2";"0";"0"
"200600008595";"1";"1";"0";"0"
"200600008596";"0";"0";"2";"0"
"200600008597";"0";"0";"3";"0"
"200600008598";"0";"0";"1";"0"
"200600008599";"1";"0";"1";"0"
"200600008600";"1";"1";"0";"0"
"200600008601";"2";"0";"1";"0"
"200600008602";"4";"1";"0";"0"
"200600008603";"1";"1";"0";"0"
"200600008604";"1";"0";"1";"0"
"200600008605";"1";"2";"0";"0"
"200600008606";"0";"0";"0";"1"
"200600008607";"1";"1";"0";"0"
"200600012574";"1";"1";"1";"0"
"200600012575";"2";"1";"0";"0"
"200600012576";"2";"0";"1";"0"
"200600012577";"1";"1";"0";"0"
"200600012578";"0";"0";"0";"1"
"200600012579";"1";"1";"0";"0"
"200600012580";"0";"1";"0";"0"
"200600012581";"1";"1";"0";"0"
"200600012582";"1";"0";"1";"0"
"200600012583";"1";"1";"0";"0"
"200600012584";"1";"1";"0";"0"
"200600012585";"1";"1";"0";"0"
"200600012586";"1";"1";"0";"0"
"200600012587";"0";"1";"0";"0"
"200600012588";"1";"3";"0";"0"
"200600012589";"0";"1";"0";"0"
"200600012590";"0";"1";"0";"0"
"200600012591";"2";"1";"0";"0"
"200600012592";"1";"1";"0";"0"
"200600012593";"0";"1";"0";"0"
"200600012594";"1";"1";"0";"0"
"200600016724";"0";"0";"0";"1"
"200600016725";"0";"0";"1";"0"
"200600016726";"2";"1";"0";"0"
"200600016727";"1";"0";"1";"0"
"200600016728";"0";"0";"1";"0"
"200600016729";"3";"0";"2";"1"
"200600016730";"0";"1";"2";"1"
"200600016731";"2";"0";"1";"0"
"200600016732";"2";"0";"1";"0"
"200600016733";"2";"5";"0";"0"
"200600016734";"0";"0";"1";"0"
"200600016735";"1";"0";"1";"0"
"200600016736";"1";"0";"2";"0"
"200600016737";"1";"0";"1";"0"
"200600016738";"1";"0";"1";"0"
"200600016739";"0";"0";"1";"0"
"200600016740";"0";"1";"0";"0"
"200600016741";"0";"1";"1";"0"
"200600016742";"1";"0";"1";"0"
"200600018567";"1";"2";"0";"0"
"200600018568";"2";"0";"1";"0"
"200600018569";"1";"1";"0";"0"
"200600018570";"1";"1";"0";"0"
"200600018571";"1";"0";"1";"0"
"200600018572";"1";"0";"1";"0"
"200600018573";"1";"0";"1";"0"
"200600018574";"1";"1";"0";"0"
"200600018575";"1";"0";"1";"0"
"200600018576";"1";"0";"1";"0"
"200600018577";"0";"0";"0";"1"
"200600018578";"1";"0";"1";"0"
"200600018579";"0";"0";"1";"0"
"200600018580";"0";"0";"1";"0"
"200600018581";"1";"1";"0";"0"
"200600018582";"2";"0";"1";"0"
"200600018583";"2";"0";"1";"0"
"200600018584";"0";"0";"2";"0"
"200600018585";"1";"0";"1";"0"
"200600018586";"0";"0";"1";"0"
"200600018587";"2";"1";"0";"0"
"200600018588";"0";"0";"4";"0"
"200600018589";"0";"0";"1";"0"
"200600018590";"1";"0";"1";"0"
"200600018591";"1";"1";"0";"1"
"200600018592";"3";"0";"1";"0"
"200600018593";"2";"0";"1";"0"
"200600018751";"0";"0";"1";"0"
"200600020389";"1";"0";"1";"0"
"200600020390";"1";"0";"1";"0"
"200600020391";"2";"1";"0";"0"
"200600020392";"0";"1";"0";"0"
"200600020393";"1";"1";"0";"0"
"200600020394";"1";"1";"0";"0"
"200600020395";"2";"2";"0";"0"
"200600020396";"1";"1";"0";"0"
"200600020397";"3";"3";"0";"0"
"200600020398";"1";"4";"0";"0"
"200600020399";"1";"1";"0";"0"
"200600020400";"2";"1";"0";"0"
"200600020401";"1";"0";"1";"0"
"200600020402";"1";"1";"0";"0"
"200600020403";"0";"0";"1";"0"
"200600020404";"0";"1";"0";"0"
"200600020405";"1";"1";"0";"0"
"200600020406";"1";"1";"0";"0"
"200600020407";"1";"1";"0";"0"
"200600020408";"1";"1";"0";"0"
"200600020409";"1";"1";"0";"0"
"200600020410";"2";"2";"0";"0"
"200600020411";"1";"1";"0";"0"
"200600020412";"1";"1";"0";"0"
"200600020413";"1";"0";"1";"0"
"200600020414";"1";"1";"0";"0"
"200600020415";"2";"1";"0";"0"
"200600024836";"2";"0";"0";"1"
"200600024837";"0";"0";"1";"0"
"200600024838";"0";"0";"1";"1"
"200600024839";"1";"3";"0";"0"
"200600024840";"1";"1";"0";"0"
"200600024841";"2";"1";"0";"0"
"200600024842";"1";"0";"1";"0"
"200600024843";"0";"0";"1";"0"
"200600024844";"0";"0";"0";"1"
"200600024845";"0";"0";"2";"0"
"200600024846";"0";"0";"1";"0"
"200600024847";"0";"1";"0";"0"
"200600024848";"1";"0";"1";"0"
"200600024849";"0";"0";"1";"0"
"200600024850";"7";"0";"2";"0"
"200600024851";"1";"0";"1";"0"
"200600024852";"4";"0";"3";"0"
"200600024853";"1";"0";"0";"1"
"200600024854";"1";"1";"0";"0"
"200600024855";"0";"1";"1";"0"
"200600024856";"3";"1";"0";"0"
"200600024857";"0";"2";"0";"0"
"200600024858";"1";"0";"0";"1"
"200600024859";"0";"0";"1";"0"
"200600024860";"1";"0";"1";"0"
"200600024861";"1";"0";"1";"0"
"200600024862";"0";"0";"0";"1"
"200600024863";"1";"0";"1";"0"
"200600025014";"0";"0";"6";"0"
"200600026879";"4";"0";"2";"0"
"200600026880";"0";"2";"1";"0"
"200600026881";"0";"0";"1";"0"
"200600026882";"0";"1";"2";"0"
"200600026883";"0";"0";"1";"0"
"200600026884";"1";"1";"0";"0"
"200600026885";"1";"1";"0";"0"
"200600026886";"1";"0";"1";"0"
"200600026887";"1";"1";"0";"0"
"200600026888";"1";"2";"0";"0"
"200600026889";"2";"2";"0";"0"
"200600026890";"1";"1";"0";"0"
"200600026891";"2";"0";"1";"0"
"200600026892";"1";"1";"0";"0"
"200600026893";"2";"1";"0";"0"
"200600026894";"0";"1";"0";"0"
"200600026895";"2";"1";"0";"0"
"200600026896";"0";"0";"1";"0"
"200600026897";"2";"1";"0";"0"
"200600026898";"0";"1";"0";"0"
"200600026899";"0";"2";"0";"0"
"200600026900";"1";"0";"1";"0"
"200600026901";"1";"0";"1";"0"
"200600026902";"0";"0";"1";"0"
"200600026903";"1";"1";"1";"0"
"200600026904";"1";"0";"1";"0"
"200600026905";"0";"0";"1";"0"
"200600026906";"1";"0";"1";"0"
"200600026907";"1";"1";"0";"0"
"200600026908";"1";"1";"0";"0"
"200600026909";"1";"2";"1";"0"
"200600026910";"1";"1";"1";"0"
"200600026911";"1";"1";"0";"0"
"200600026912";"1";"1";"0";"0"
"200600026913";"1";"1";"0";"0"
"200600031866";"0";"2";"2";"0"
"200600031867";"0";"1";"0";"0"
"200600031868";"3";"1";"0";"0"
"200600031869";"0";"0";"1";"1"
"200600031870";"2";"0";"1";"0"
"200600031871";"2";"1";"0";"0"
"200600031872";"1";"0";"1";"0"
"200600031873";"0";"1";"1";"0"
"200600031874";"5";"7";"0";"0"
"200600031875";"1";"0";"1";"0"
"200600031876";"1";"0";"1";"0"
"200600031877";"1";"2";"0";"0"
"200600031878";"1";"0";"1";"0"
"200600031879";"0";"0";"1";"0"
"200600031880";"0";"0";"0";"1"
"200600031881";"0";"0";"1";"0"
"200600031882";"3";"0";"1";"0"
"200600031883";"0";"0";"2";"0"
"200600031884";"1";"1";"0";"0"
"200600031885";"0";"1";"0";"0"
"200600031886";"1";"0";"1";"0"
"200600031887";"1";"1";"0";"0"
"200600031888";"1";"0";"1";"0"
"200600031889";"1";"0";"1";"0"
"200600032093";"1";"1";"1";"2"
"200600032094";"0";"0";"0";"1"
"200600032249";"0";"1";"1";"0"
"200600034000";"1";"0";"1";"0"
"200600034001";"1";"0";"1";"0"
"200600034002";"7";"1";"1";"0"
"200600034003";"1";"0";"1";"0"
"200600034004";"2";"0";"2";"0"
"200600034005";"1";"1";"0";"0"
"200600034006";"1";"1";"0";"0"
"200600034007";"1";"1";"0";"0"
"200600034008";"1";"0";"1";"0"
"200600034009";"1";"1";"0";"0"
"200600034010";"1";"1";"0";"0"
"200600034011";"3";"3";"0";"0"
"200600034012";"0";"0";"1";"0"
"200600034013";"1";"3";"0";"0"
"200600034014";"1";"1";"0";"0"
"200600034015";"1";"3";"0";"0"
"200600034016";"1";"1";"0";"0"
"200600034017";"0";"1";"0";"0"
"200600034018";"1";"0";"1";"0"
"200600034019";"1";"1";"0";"0"
"200600034020";"1";"1";"0";"0"
"200600034021";"0";"0";"1";"0"
"200600034022";"2";"1";"0";"0"
"200600034023";"1";"0";"1";"0"
"200600034024";"1";"2";"0";"0"
"200600034025";"2";"2";"0";"0"
"200600034026";"1";"3";"1";"0"
"200600034027";"1";"0";"1";"0"
"200600034028";"1";"1";"0";"0"
"200600034029";"1";"0";"1";"0"
"200600034030";"0";"1";"0";"0"
"200600034031";"1";"1";"0";"0"
"200600034032";"1";"1";"0";"0"
"200600039027";"3";"1";"3";"0"
"200600039028";"1";"0";"1";"0"
"200600039029";"1";"1";"0";"0"
"200600039030";"2";"0";"1";"0"
"200600039031";"1";"0";"1";"0"
"200600039032";"1";"0";"1";"0"
"200600039033";"1";"0";"1";"0"
"200600039034";"1";"2";"0";"0"
"200600039035";"0";"3";"0";"0"
"200600039036";"0";"0";"2";"0"
"200600039037";"2";"1";"0";"0"
"200600039038";"1";"1";"0";"0"
"200600039039";"0";"0";"1";"0"
"200600039040";"0";"0";"1";"0"
"200600039041";"2";"1";"0";"0"
"200600039042";"1";"1";"0";"0"
"200600039043";"1";"1";"0";"0"
"200600039044";"1";"1";"0";"0"
"200600039045";"13";"10";"0";"0"
"200600039046";"1";"0";"0";"1"
"200600039047";"1";"1";"0";"0"
"200600039048";"2";"1";"0";"0"
"200600039049";"1";"1";"0";"0"
"200600039050";"0";"1";"0";"0"
"200600039051";"2";"1";"0";"0"
"200600039052";"0";"2";"0";"0"
"200600039053";"1";"1";"0";"0"
"200600039054";"1";"2";"0";"0"
"200600039055";"0";"1";"0";"0"
"200600044313";"0";"1";"1";"0"
"200600044314";"2";"0";"2";"0"
"200600044315";"0";"0";"4";"0"
"200600044316";"3";"0";"1";"0"
"200600044317";"0";"0";"1";"0"
"200600044318";"1";"0";"2";"0"
"200600044319";"0";"2";"0";"0"
"200600044320";"0";"0";"1";"0"
"200600044321";"0";"2";"2";"0"
"200600044322";"0";"1";"0";"0"
"200600044323";"1";"2";"0";"0"
"200600044324";"1";"0";"0";"1"
"200600044325";"1";"0";"1";"0"
"200600044326";"1";"0";"1";"0"
"200600044327";"1";"0";"1";"0"
"200600044328";"0";"0";"1";"0"
"200600044329";"1";"0";"0";"1"
"200600044330";"1";"0";"0";"1"
"200600044331";"1";"0";"1";"0"
"200600044332";"1";"0";"1";"0"
"200600044333";"0";"0";"1";"0"
"200600044334";"0";"0";"0";"1"
"200600044335";"2";"1";"1";"0"
"200600044336";"0";"0";"1";"0"
"200600044337";"0";"0";"2";"0"
"200600044535";"0";"1";"2";"0"
"200600044538";"1";"0";"1";"0"
"200600044539";"0";"0";"1";"0"
"200600044733";"1";"0";"1";"0"
"200600044734";"4";"0";"1";"1"
"200600044781";"1";"0";"0";"1"
"200600046115";"1";"0";"1";"0"
"200600046614";"0";"0";"1";"0"
"200600046615";"0";"0";"1";"0"
"200600046616";"2";"0";"1";"0"
"200600046617";"1";"1";"1";"0"
"200600046618";"2";"0";"0";"1"
"200600046619";"1";"0";"1";"0"
"200600046620";"1";"0";"1";"0"
"200600046621";"1";"1";"0";"1"
"200600046622";"1";"0";"1";"0"
"200600046623";"1";"1";"2";"0"
"200600046624";"2";"0";"1";"0"
"200600046625";"0";"0";"1";"0"
"200600046626";"0";"0";"1";"0"
"200600046627";"0";"1";"1";"0"
"200600046628";"0";"0";"1";"0"
"200600046809";"1";"0";"1";"0"
"200600046954";"1";"0";"1";"0"
"200600048312";"0";"0";"0";"1"
"200600048313";"0";"1";"1";"0"
"200600048314";"1";"3";"0";"0"
"200600048315";"1";"1";"0";"0"
"200600048316";"0";"0";"1";"0"
"200600048317";"2";"1";"0";"0"
"200600048318";"0";"1";"0";"0"
"200600048319";"1";"1";"0";"0"
"200600048320";"1";"1";"0";"0"
"200600048321";"1";"0";"1";"0"
"200600048322";"0";"1";"0";"0"
"200600048323";"1";"1";"0";"0"
"200600048324";"1";"1";"0";"0"
"200600048325";"0";"0";"1";"0"
"200600048326";"1";"1";"1";"0"
"200600048327";"1";"1";"0";"0"
"200600048328";"0";"2";"0";"0"
"200600048329";"1";"1";"0";"0"
"200600048330";"1";"1";"0";"0"
"200600048331";"1";"0";"1";"0"
"200600048332";"1";"1";"0";"0"
"200600048333";"1";"1";"0";"0"
"200600048334";"1";"1";"0";"0"
"200600048335";"1";"1";"0";"0"
"200600048336";"1";"0";"2";"0"
"200600048337";"0";"1";"0";"0"
"200600048338";"1";"1";"0";"0"
"200600052499";"1";"0";"1";"0"
"200600052500";"1";"3";"0";"0"
"200600052501";"0";"1";"0";"0"
"200600052502";"0";"1";"0";"1"
"200600052503";"1";"0";"1";"0"
"200600052504";"0";"0";"2";"1"
"200600052505";"0";"0";"2";"0"
"200600052506";"2";"0";"1";"0"
"200600052507";"3";"0";"1";"1"
"200600052508";"0";"1";"1";"0"
"200600052509";"1";"1";"0";"0"
"200600052510";"0";"2";"0";"0"
"200600052511";"1";"0";"1";"0"
"200600052512";"0";"0";"2";"0"
"200600052513";"1";"0";"1";"0"
"200600052514";"0";"2";"0";"0"
"200600052515";"1";"0";"1";"0"
"200600052516";"0";"0";"1";"0"
"200600052517";"0";"0";"1";"0"
"200600052518";"0";"0";"3";"1"
"200600052519";"0";"0";"1";"0"
"200600052520";"1";"0";"0";"1"
"200600052682";"2";"0";"1";"0"
"200600052684";"1";"1";"1";"0"
"200600052685";"1";"0";"1";"0"
"200600052819";"0";"0";"1";"0"
"200600052858";"0";"0";"0";"1"
"200600054667";"1";"1";"0";"0"
"200600054668";"1";"1";"0";"0"
"200600054669";"4";"1";"0";"0"
"200600054670";"2";"1";"0";"0"
"200600054671";"1";"0";"1";"0"
"200600054672";"0";"1";"1";"0"
"200600054673";"0";"0";"1";"1"
"200600054674";"1";"1";"0";"0"
"200600054675";"1";"1";"0";"0"
"200600054676";"1";"1";"0";"0"
"200600054677";"2";"2";"0";"0"
"200600054678";"0";"1";"0";"0"
"200600054679";"1";"5";"0";"0"
"200600054680";"1";"1";"0";"0"
"200600054681";"1";"1";"0";"0"
"200600054682";"0";"4";"0";"0"
"200600054683";"1";"0";"1";"0"
"200600054684";"0";"0";"1";"0"
"200600054685";"0";"0";"1";"0"
"200600054686";"1";"1";"0";"0"
"200600054687";"1";"2";"1";"0"
"200600054688";"2";"1";"0";"0"
"200600054689";"0";"1";"1";"0"
"200600054690";"1";"1";"0";"0"
"200600054691";"1";"0";"1";"1"
"200600054692";"1";"1";"0";"0"
"200600054693";"2";"1";"0";"0"
"200600059853";"3";"0";"1";"0"
"200600059854";"1";"0";"0";"2"
"200600059855";"0";"0";"1";"0"
"200600059856";"0";"0";"1";"0"
"200600059857";"0";"0";"0";"1"
"200600059858";"0";"0";"1";"0"
"200600059859";"0";"0";"1";"0"
"200600059860";"0";"0";"1";"0"
"200600059861";"0";"1";"1";"0"
"200600059862";"1";"0";"1";"0"
"200600059863";"1";"0";"1";"0"
"200600059864";"0";"1";"0";"0"
"200600059865";"1";"0";"1";"0"
"200600059866";"0";"0";"0";"1"
"200600059867";"1";"0";"1";"0"
"200600059868";"1";"0";"1";"0"
"200600059869";"0";"1";"2";"0"
"200600059870";"0";"0";"1";"0"
"200600059871";"0";"0";"2";"0"
"200600059872";"0";"0";"1";"0"
"200600059873";"0";"0";"1";"0"
"200600059874";"2";"1";"1";"0"
"200600059875";"1";"0";"1";"0"
"200600059876";"1";"1";"0";"0"
"200600059877";"1";"0";"0";"1"
"200600059878";"2";"2";"0";"0"
"200600060039";"0";"0";"1";"0"
"200600060040";"1";"2";"1";"0"
"200600060041";"1";"0";"3";"0"
"200600060199";"0";"0";"0";"1"
"200600061979";"1";"0";"1";"0"
"200600061980";"2";"1";"0";"0"
"200600061981";"0";"1";"0";"0"
"200600061982";"1";"1";"0";"0"
"200600061983";"2";"1";"0";"0"
"200600061984";"1";"1";"0";"0"
"200600061985";"2";"1";"0";"0"
"200600061986";"0";"1";"1";"0"
"200600061987";"1";"1";"0";"0"
"200600061988";"1";"1";"0";"0"
"200600061989";"1";"1";"0";"0"
"200600061990";"1";"1";"0";"0"
"200600061991";"2";"1";"1";"0"
"200600061992";"2";"1";"0";"0"
"200600061993";"1";"1";"0";"0"
"200600061994";"1";"1";"0";"0"
"200600061995";"1";"0";"1";"0"
"200600061996";"1";"0";"1";"0"
"200600061997";"1";"0";"1";"0"
"200600061998";"3";"1";"0";"0"
"200600061999";"1";"1";"0";"0"
"200600062000";"1";"1";"0";"0"
"200600062001";"2";"1";"0";"0"
"200600062002";"1";"0";"1";"0"
"200600062003";"2";"2";"0";"0"
"200600062004";"0";"2";"0";"0"
"200600062005";"1";"1";"0";"0"
"200600062006";"1";"0";"1";"0"
"200600062007";"2";"1";"0";"0"
"200600062008";"1";"1";"0";"0"
"200600062009";"0";"1";"0";"1"
"200600062010";"2";"2";"0";"0"
"200600062011";"0";"0";"1";"0"
"200600062012";"1";"1";"1";"0"
"200600062013";"0";"3";"0";"0"
"200600067447";"0";"2";"2";"0"
"200600067448";"2";"0";"1";"0"
"200600067449";"2";"1";"0";"0"
"200600067450";"1";"0";"1";"0"
"200600067451";"0";"3";"0";"0"
"200600067452";"1";"2";"0";"0"
"200600067453";"1";"1";"0";"0"
"200600067454";"1";"0";"1";"0"
"200600067455";"1";"1";"0";"0"
"200600067456";"2";"1";"0";"0"
"200600067457";"1";"1";"0";"0"
"200600067458";"0";"1";"1";"0"
"200600067459";"0";"2";"0";"0"
"200600067460";"0";"2";"0";"0"
"200600067461";"1";"1";"0";"0"
"200600067462";"1";"1";"0";"0"
"200600067463";"0";"0";"1";"0"
"200600067464";"1";"0";"1";"0"
"200600067465";"1";"1";"0";"0"
"200600067466";"1";"0";"1";"0"
"200600067467";"1";"1";"0";"0"
"200600067468";"1";"1";"0";"0"
"200600067469";"1";"1";"0";"0"
"200600067470";"1";"0";"1";"0"
"200600067471";"0";"0";"0";"1"
"200600067472";"0";"2";"0";"0"
"200600067473";"1";"2";"1";"0"
"200600067474";"1";"1";"0";"0"
"200600067475";"1";"1";"0";"0"
"200600067476";"1";"1";"0";"0"
"200600067477";"1";"1";"0";"0"
"200600067478";"1";"1";"0";"0"
"200600067479";"1";"1";"0";"0"
"200600067480";"2";"1";"0";"0"
"200600067481";"1";"0";"1";"0"
"200600067482";"0";"2";"0";"0"
"200600072730";"1";"0";"1";"1"
"200600072731";"0";"0";"1";"0"
"200600072732";"0";"1";"0";"0"
"200600072733";"0";"0";"1";"0"
"200600072734";"1";"0";"1";"0"
"200600072735";"3";"0";"2";"0"
"200600072736";"1";"0";"1";"0"
"200600072737";"0";"3";"0";"1"
"200600072738";"0";"0";"1";"0"
"200600072739";"1";"0";"1";"0"
"200600072740";"0";"2";"0";"0"
"200600072741";"2";"1";"0";"0"
"200600072742";"1";"0";"1";"0"
"200600072743";"1";"1";"0";"1"
"200600072744";"0";"0";"1";"0"
"200600072745";"0";"0";"1";"0"
"200600072746";"1";"0";"1";"0"
"200600072747";"1";"0";"1";"0"
"200600072748";"0";"0";"0";"1"
"200600072749";"0";"4";"1";"0"
"200600072750";"1";"1";"0";"0"
"200600072751";"1";"0";"3";"0"
"200600072752";"1";"1";"0";"0"
"200600072753";"1";"0";"1";"0"
"200600072893";"0";"0";"1";"0"
"200600073085";"0";"0";"0";"1"
"200600073086";"3";"0";"1";"0"
"200600073087";"0";"0";"1";"0"
"200600074304";"4";"1";"0";"0"
"200600074701";"3";"0";"1";"0"
"200600074702";"2";"0";"1";"0"
"200600074703";"1";"0";"1";"0"
"200600074704";"0";"1";"1";"0"
"200600074705";"1";"0";"1";"0"
"200600074706";"1";"0";"0";"1"
"200600074707";"1";"0";"0";"1"
"200600074708";"0";"0";"1";"0"
"200600074709";"0";"1";"0";"0"
"200600074710";"1";"0";"2";"0"
"200600074711";"2";"0";"1";"0"
"200600074712";"0";"1";"1";"0"
"200600074713";"1";"0";"1";"0"
"200600074714";"1";"0";"1";"0"
"200600074715";"2";"1";"0";"0"
"200600074716";"1";"0";"1";"0"
"200600074717";"1";"2";"3";"0"
"200600074718";"2";"0";"1";"0"
"200600074719";"1";"1";"1";"0"
"200600074720";"1";"0";"1";"0"
"200600074721";"0";"0";"1";"0"
"200600074722";"0";"1";"1";"0"
"200600074723";"2";"0";"2";"0"
"200600074724";"1";"0";"1";"0"
"200600074725";"2";"0";"1";"0"
"200600074726";"1";"1";"1";"0"
"200600074727";"2";"0";"1";"0"
"200600074728";"0";"0";"2";"0"
"200600074729";"3";"1";"0";"0"
"200600074730";"0";"1";"2";"0"
"200600074731";"0";"0";"2";"0"
"200600074732";"0";"0";"2";"1"
"200600074870";"1";"5";"3";"1"
"200600074871";"0";"0";"4";"0"
"200600074872";"1";"0";"1";"0"
"200600075004";"4";"1";"1";"0"
"200600076726";"1";"0";"1";"0"
"200600076727";"0";"0";"1";"0"
"200600076728";"3";"0";"1";"0"
"200600076729";"1";"1";"0";"0"
"200600076730";"2";"1";"0";"0"
"200600076731";"1";"0";"1";"0"
"200600076732";"1";"1";"0";"0"
"200600076733";"1";"1";"0";"0"
"200600076734";"1";"1";"0";"0"
"200600076735";"1";"1";"0";"0"
"200600076736";"1";"1";"0";"0"
"200600076737";"1";"1";"0";"0"
"200600076738";"1";"1";"0";"0"
"200600076739";"1";"1";"0";"0"
"200600076740";"1";"1";"0";"0"
"200600076741";"0";"1";"0";"0"
"200600076742";"1";"1";"0";"0"
"200600076743";"1";"1";"0";"0"
"200600076744";"0";"1";"0";"0"
"200600076745";"1";"1";"0";"0"
"200600076746";"1";"1";"0";"0"
"200600076747";"2";"0";"1";"0"
"200600076748";"1";"1";"0";"0"
"200600076749";"0";"0";"1";"0"
"200600076750";"1";"1";"0";"0"
"200600076751";"3";"1";"0";"0"
"200600076752";"2";"1";"0";"0"
"200600076753";"1";"1";"1";"0"
"200600076754";"1";"0";"1";"0"
"200600076755";"0";"1";"0";"0"
"200600076756";"2";"0";"1";"0"
"200600076757";"1";"1";"0";"0"
"200600076758";"0";"3";"0";"0"
"200600076759";"1";"1";"0";"0"
"200600076760";"1";"0";"1";"0"
"200600076761";"1";"1";"0";"0"
"200600076762";"1";"1";"0";"0"
"200600076763";"1";"1";"0";"0"
"200600076764";"1";"0";"1";"0"
"200600076765";"0";"1";"0";"0"
"200600076766";"0";"1";"0";"0"
"200600076767";"2";"1";"0";"0"
"200600076768";"2";"1";"0";"0"
"200600076769";"0";"2";"0";"0"
"200600076770";"2";"1";"0";"0"
"200600076771";"1";"1";"0";"0"
"200600076772";"1";"1";"0";"0"
"200600076773";"3";"1";"0";"0"
"200600076774";"1";"1";"0";"0"
"200700001306";"4";"1";"0";"0"
"200700001307";"0";"1";"0";"0"
"200700001308";"0";"0";"0";"1"
"200700001309";"3";"0";"1";"0"
"200700001310";"1";"0";"1";"0"
"200700001311";"0";"0";"1";"1"
"200700001312";"0";"1";"0";"1"
"200700001313";"2";"0";"1";"0"
"200700001314";"1";"0";"1";"0"
"200700001315";"1";"0";"1";"0"
"200700001316";"1";"0";"1";"0"
"200700001317";"0";"0";"3";"0"
"200700001318";"1";"0";"1";"0"
"200700001319";"4";"0";"5";"0"
"200700001320";"0";"0";"1";"0"
"200700001321";"3";"0";"1";"0"
"200700001322";"0";"0";"1";"0"
"200700001323";"1";"0";"0";"1"
"200700001324";"1";"1";"0";"0"
"200700001440";"0";"0";"1";"0"
"200700003125";"2";"0";"1";"0"
"200700003126";"2";"1";"0";"0"
"200700003127";"2";"1";"0";"0"
"200700003128";"1";"1";"0";"0"
"200700003129";"1";"0";"0";"1"
"200700003130";"0";"1";"0";"0"
"200700003131";"1";"2";"0";"0"
"200700003132";"1";"1";"0";"0"
"200700003133";"1";"1";"0";"0"
"200700003134";"1";"1";"0";"0"
"200700003135";"1";"1";"0";"0"
"200700003136";"1";"1";"0";"0"
"200700003137";"1";"1";"0";"0"
"200700003138";"2";"1";"0";"0"
"200700003139";"1";"1";"0";"0"
"200700003140";"1";"1";"0";"0"
"200700003141";"0";"2";"0";"0"
"200700003142";"1";"1";"0";"0"
"200700003143";"1";"0";"0";"1"
"200700003144";"0";"0";"1";"0"
"200700003145";"2";"1";"0";"0"
"200700003146";"1";"1";"0";"0"
"200700003147";"0";"1";"0";"0"
"200700003148";"0";"1";"0";"0"
"200700003149";"3";"1";"0";"0"
"200700003150";"1";"1";"0";"0"
"200700003151";"1";"1";"0";"0"
"200700003152";"1";"1";"0";"0"
"200700003153";"1";"1";"0";"0"
"200700003154";"3";"1";"0";"0"
"200700003155";"0";"0";"1";"0"
"200700003156";"0";"1";"0";"0"
"200700003157";"1";"0";"1";"0"
"200700003158";"2";"1";"0";"0"
"200700003159";"2";"1";"0";"0"
"200700003160";"1";"1";"0";"0"
"200700003161";"1";"0";"1";"0"
"200700006987";"0";"0";"0";"1"
"200700007273";"0";"1";"0";"0"
"200700007274";"0";"0";"1";"0"
"200700007275";"1";"0";"1";"0"
"200700007276";"1";"0";"1";"0"
"200700007277";"1";"2";"2";"0"
"200700007278";"0";"0";"1";"0"
"200700007279";"0";"0";"2";"0"
"200700007280";"1";"1";"0";"0"
"200700007281";"0";"0";"1";"0"
"200700007282";"0";"2";"1";"0"
"200700007283";"0";"0";"0";"1"
"200700007284";"0";"1";"1";"0"
"200700007285";"1";"0";"1";"0"
"200700007286";"0";"1";"0";"0"
"200700007287";"2";"2";"0";"0"
"200700007288";"0";"0";"1";"0"
"200700007289";"2";"1";"0";"1"
"200700007290";"0";"0";"1";"0"
"200700007291";"1";"0";"1";"0"
"200700007292";"1";"3";"2";"0"
"200700007293";"2";"0";"1";"0"
"200700007406";"3";"0";"0";"1"
"200700007409";"1";"2";"0";"0"
"200700008899";"1";"3";"0";"1"
"200700008900";"0";"0";"1";"0"
"200700008901";"2";"1";"0";"0"
"200700008902";"1";"1";"0";"0"
"200700008903";"1";"2";"0";"0"
"200700008904";"1";"1";"0";"0"
"200700008905";"1";"1";"0";"0"
"200700008906";"1";"0";"1";"0"
"200700008907";"1";"1";"0";"0"
"200700008908";"1";"1";"0";"0"
"200700008909";"1";"1";"0";"0"
"200700008910";"0";"1";"0";"0"
"200700008911";"1";"1";"0";"0"
"200700008912";"2";"1";"0";"0"
"200700008913";"0";"0";"1";"0"
"200700008914";"1";"1";"1";"0"
"200700008915";"1";"2";"0";"1"
"200700008916";"1";"0";"1";"0"
"200700008917";"0";"2";"0";"0"
"200700008918";"1";"1";"0";"0"
"200700008919";"1";"2";"0";"0"
"200700008920";"1";"1";"0";"0"
"200700008921";"1";"1";"0";"0"
