"Num_Acc";"cat1";"cat2";"cat3";"cat4";"cat5";"cat6"
"200600074704";"0";"0";"2";"0";"0";"0"
"200600074705";"0";"0";"1";"0";"0";"0"
"200600074706";"1";"0";"0";"1";"0";"0"
"200600074707";"0";"1";"1";"0";"0";"0"
"200600074708";"0";"0";"1";"0";"0";"0"
"200600074709";"0";"0";"1";"0";"0";"0"
"200600074710";"0";"0";"2";"0";"0";"0"
"200600074711";"0";"0";"1";"0";"0";"0"
"200600074712";"0";"0";"2";"0";"0";"0"
"200600074713";"0";"0";"1";"0";"0";"0"
"200600074714";"1";"0";"1";"0";"0";"0"
"200600074715";"0";"0";"2";"0";"0";"0"
"200600074716";"0";"1";"1";"0";"0";"0"
"200600074717";"0";"0";"2";"1";"0";"0"
"200600074718";"0";"0";"1";"0";"0";"0"
"200600074719";"0";"0";"2";"0";"0";"0"
"200600074720";"2";"0";"0";"0";"0";"0"
"200600074721";"0";"1";"0";"0";"0";"0"
"200600074722";"0";"0";"1";"0";"0";"0"
"200600074723";"0";"0";"2";"0";"0";"0"
"200600074724";"0";"2";"0";"0";"0";"0"
"200600074725";"0";"0";"3";"0";"0";"0"
"200600074726";"0";"0";"1";"0";"0";"0"
"200600074727";"0";"0";"2";"0";"0";"0"
"200600074728";"0";"0";"2";"0";"0";"0"
"200600074729";"0";"0";"2";"0";"0";"0"
"200600074730";"0";"0";"3";"0";"0";"0"
"200600074731";"0";"0";"1";"0";"0";"0"
"200600074732";"0";"0";"2";"0";"0";"0"
"200600074870";"0";"0";"2";"0";"0";"0"
"200600074871";"0";"0";"1";"0";"0";"0"
"200600074872";"0";"0";"0";"1";"0";"0"
"200600075004";"0";"0";"4";"0";"0";"0"
"200600076726";"0";"0";"1";"0";"0";"0"
"200600076727";"0";"0";"1";"0";"0";"0"
"200600076728";"0";"0";"1";"0";"0";"0"
"200600076729";"0";"0";"2";"0";"0";"0"
"200600076730";"0";"0";"1";"0";"0";"0"
"200600076731";"0";"0";"1";"0";"0";"0"
"200600076732";"0";"0";"2";"0";"0";"0"
"200600076733";"0";"0";"2";"0";"0";"0"
"200600076734";"0";"1";"1";"0";"0";"0"
"200600076735";"0";"0";"1";"0";"0";"0"
"200600076736";"1";"1";"0";"0";"0";"0"
"200600076737";"0";"1";"1";"0";"0";"0"
"200600076738";"0";"0";"1";"0";"0";"0"
"200600076739";"1";"0";"1";"0";"0";"0"
"200600076740";"1";"0";"1";"0";"0";"0"
"200600076741";"0";"1";"0";"0";"0";"0"
"200600076742";"1";"0";"1";"0";"0";"0"
"200600076743";"0";"0";"2";"0";"0";"0"
"200600076744";"0";"0";"1";"0";"0";"0"
"200600076745";"0";"0";"1";"0";"1";"0"
"200600076746";"0";"0";"1";"0";"0";"0"
"200600076747";"0";"0";"2";"0";"1";"0"
"200600076748";"1";"0";"1";"0";"0";"0"
"200600076749";"0";"1";"0";"0";"0";"0"
"200600076750";"0";"0";"1";"0";"0";"0"
"200600076751";"0";"0";"2";"0";"0";"0"
"200600076752";"0";"1";"2";"0";"0";"0"
"200600076753";"0";"1";"1";"0";"0";"0"
"200600076754";"0";"0";"1";"0";"0";"0"
"200600076755";"0";"0";"1";"0";"0";"0"
"200600076756";"0";"0";"2";"0";"0";"0"
"200600076757";"0";"0";"1";"1";"0";"0"
"200600076758";"0";"0";"2";"0";"0";"0"
"200600076759";"1";"0";"0";"1";"0";"0"
"200600076760";"0";"0";"1";"0";"0";"0"
"200600076761";"0";"0";"1";"0";"0";"0"
"200600076762";"1";"0";"1";"0";"0";"0"
"200600076763";"0";"1";"0";"0";"0";"0"
"200600076764";"0";"0";"0";"0";"1";"0"
"200600076765";"0";"0";"1";"0";"0";"0"
"200600076766";"0";"0";"1";"0";"0";"0"
"200600076767";"0";"0";"2";"0";"0";"0"
"200600076768";"0";"0";"1";"0";"0";"0"
"200600076769";"0";"1";"0";"0";"0";"0"
"200600076770";"0";"0";"2";"0";"0";"0"
"200600076771";"0";"1";"1";"0";"0";"0"
"200600076772";"0";"1";"1";"0";"0";"0"
"200600076773";"0";"0";"3";"0";"0";"0"
"200600076774";"0";"0";"1";"0";"0";"0"
"200700001306";"0";"0";"2";"0";"0";"0"
"200700001307";"0";"0";"1";"0";"0";"0"
"200700001308";"0";"0";"1";"0";"0";"0"
"200700001309";"0";"0";"2";"0";"0";"0"
"200700001310";"0";"0";"1";"1";"0";"0"
"200700001311";"0";"0";"2";"0";"0";"0"
"200700001312";"0";"0";"1";"1";"0";"0"
"200700001313";"0";"0";"2";"0";"0";"0"
"200700001314";"0";"1";"1";"0";"0";"0"
"200700001315";"0";"0";"1";"0";"0";"0"
"200700001316";"0";"0";"1";"0";"1";"0"
"200700001317";"0";"0";"2";"0";"0";"0"
"200700001318";"0";"0";"1";"0";"1";"0"
"200700001319";"0";"0";"3";"0";"0";"0"
"200700001320";"0";"1";"0";"0";"0";"0"
"200700001321";"0";"0";"1";"0";"0";"0"
"200700001322";"0";"1";"0";"0";"0";"0"
"200700001323";"1";"0";"0";"1";"0";"0"
"200700001324";"0";"1";"1";"0";"0";"0"
"200700001440";"0";"0";"1";"0";"0";"0"
"200700003125";"0";"1";"1";"0";"0";"0"
"200700003126";"0";"0";"1";"0";"0";"1"
"200700003127";"0";"0";"3";"0";"0";"0"
"200700003128";"0";"0";"1";"0";"0";"0"
"200700003129";"0";"1";"0";"1";"0";"0"
"200700003130";"0";"1";"1";"0";"0";"0"
"200700003131";"0";"0";"1";"0";"0";"0"
"200700003132";"0";"0";"2";"0";"0";"0"
"200700003133";"0";"0";"1";"0";"0";"0"
"200700003134";"0";"0";"2";"0";"0";"0"
"200700003135";"0";"0";"1";"0";"0";"0"
"200700003136";"0";"0";"1";"0";"0";"0"
"200700003137";"0";"0";"1";"0";"1";"0"
"200700003138";"0";"0";"1";"0";"1";"0"
"200700003139";"0";"0";"2";"0";"0";"0"
"200700003140";"0";"0";"0";"0";"1";"1"
"200700003141";"0";"0";"3";"0";"0";"0"
"200700003142";"0";"0";"1";"0";"0";"0"
"200700003143";"0";"0";"0";"0";"0";"1"
"200700003144";"0";"0";"1";"0";"0";"0"
"200700003145";"0";"0";"1";"0";"0";"0"
"200700003146";"0";"0";"1";"0";"0";"0"
"200700003147";"0";"0";"1";"0";"0";"0"
"200700003148";"0";"1";"0";"0";"0";"1"
"200700003149";"0";"0";"2";"0";"0";"0"
"200700003150";"0";"0";"1";"0";"0";"0"
"200700003151";"0";"0";"2";"0";"0";"0"
"200700003152";"0";"1";"1";"0";"0";"0"
"200700003153";"1";"0";"1";"0";"0";"0"
"200700003154";"0";"0";"3";"0";"0";"0"
"200700003155";"0";"0";"1";"0";"0";"0"
"200700003156";"0";"0";"1";"0";"0";"0"
"200700003157";"0";"1";"1";"0";"0";"0"
"200700003158";"0";"1";"1";"0";"0";"0"
"200700003159";"0";"0";"2";"0";"0";"0"
"200700003160";"0";"1";"1";"0";"0";"0"
"200700003161";"0";"1";"1";"0";"0";"0"
"200700006987";"0";"0";"0";"0";"1";"0"
"200700007273";"0";"0";"0";"1";"0";"0"
"200700007274";"0";"0";"0";"0";"1";"0"
"200700007275";"0";"0";"1";"0";"1";"0"
"200700007276";"0";"0";"1";"0";"0";"0"
"200700007277";"0";"0";"4";"0";"0";"0"
"200700007278";"0";"0";"0";"0";"1";"0"
"200700007279";"0";"0";"1";"0";"0";"0"
"200700007280";"0";"0";"2";"0";"0";"0"
"200700007281";"0";"0";"0";"0";"1";"0"
"200700007282";"0";"0";"1";"0";"0";"0"
"200700007283";"0";"0";"1";"0";"0";"0"
"200700007284";"0";"0";"1";"0";"0";"0"
"200700007285";"1";"0";"1";"0";"0";"0"
"200700007286";"0";"0";"1";"0";"0";"0"
"200700007287";"0";"0";"1";"1";"0";"0"
"200700007288";"0";"0";"1";"0";"0";"0"
"200700007289";"0";"0";"2";"0";"0";"0"
"200700007290";"0";"0";"0";"1";"0";"0"
"200700007291";"0";"1";"0";"1";"0";"0"
"200700007292";"0";"0";"1";"0";"0";"0"
"200700007293";"0";"0";"2";"0";"0";"0"
"200700007406";"0";"0";"4";"0";"0";"0"
"200700007409";"0";"0";"2";"0";"0";"0"
"200700008899";"0";"0";"3";"0";"0";"0"
"200700008900";"0";"0";"1";"0";"0";"0"
"200700008901";"0";"0";"3";"0";"0";"0"
"200700008902";"0";"1";"1";"0";"0";"0"
"200700008903";"0";"0";"1";"0";"1";"0"
"200700008904";"0";"0";"1";"0";"0";"0"
"200700008905";"0";"1";"1";"0";"0";"0"
"200700008906";"1";"0";"1";"0";"0";"0"
"200700008907";"0";"0";"2";"0";"0";"0"
"200700008908";"0";"0";"2";"0";"0";"0"
"200700008909";"1";"0";"1";"0";"0";"0"
"200700008910";"0";"1";"0";"0";"0";"0"
"200700008911";"0";"0";"1";"0";"1";"0"
"200700008912";"0";"1";"1";"0";"0";"0"
"200700008913";"0";"1";"0";"0";"1";"0"
"200700008914";"0";"0";"2";"0";"0";"0"
"200700008915";"0";"0";"3";"0";"1";"0"
"200700008916";"0";"0";"2";"0";"0";"0"
"200700008917";"0";"0";"2";"0";"0";"0"
"200700008918";"0";"1";"1";"0";"0";"0"
"200700008919";"0";"0";"1";"0";"0";"0"
"200700008920";"0";"0";"0";"0";"1";"0"
"200700008921";"0";"0";"1";"0";"1";"0"
"200700008922";"0";"1";"1";"0";"0";"0"
"200700013199";"0";"0";"2";"0";"0";"0"
"200700013200";"1";"0";"0";"1";"0";"0"
"200700013201";"0";"0";"1";"0";"0";"0"
"200700013202";"0";"0";"3";"0";"0";"0"
"200700013203";"0";"0";"2";"0";"0";"0"
"200700013204";"0";"0";"0";"0";"1";"0"
"200700013205";"0";"0";"2";"0";"0";"0"
"200700013206";"0";"0";"2";"0";"0";"0"
"200700013207";"0";"0";"1";"0";"0";"0"
"200700013208";"0";"0";"2";"0";"0";"0"
"200700013209";"1";"0";"1";"0";"0";"0"
"200700013210";"0";"0";"1";"1";"0";"0"
"200700013211";"0";"0";"1";"0";"0";"0"
"200700013212";"0";"0";"2";"0";"0";"0"
"200700013213";"0";"1";"1";"0";"0";"0"
"200700013214";"0";"0";"2";"0";"0";"0"
"200700013215";"0";"0";"1";"0";"0";"0"
"200700013216";"0";"0";"1";"0";"0";"0"
"200700013217";"0";"1";"1";"0";"0";"0"
"200700013218";"0";"0";"1";"0";"0";"0"
"200700013219";"0";"0";"2";"0";"1";"0"
"200700013220";"0";"0";"4";"0";"0";"0"
"200700013221";"0";"1";"1";"0";"0";"0"
"200700013339";"0";"0";"1";"0";"0";"0"
"200700015019";"0";"1";"1";"0";"0";"0"
"200700015020";"0";"1";"0";"0";"0";"0"
"200700015021";"0";"0";"1";"0";"0";"0"
"200700015022";"0";"1";"1";"0";"0";"0"
"200700015023";"0";"0";"2";"0";"0";"0"
"200700015024";"0";"0";"3";"0";"0";"0"
"200700015025";"0";"1";"1";"0";"0";"0"
"200700015026";"0";"2";"0";"0";"0";"0"
"200700015027";"0";"0";"3";"0";"0";"0"
"200700015028";"0";"0";"1";"0";"0";"0"
"200700015029";"0";"0";"3";"0";"0";"0"
"200700015030";"0";"1";"1";"0";"0";"0"
"200700015031";"0";"0";"2";"0";"0";"0"
"200700015032";"0";"0";"2";"0";"0";"0"
"200700015033";"0";"1";"0";"0";"1";"0"
"200700015034";"0";"0";"1";"0";"1";"0"
"200700015035";"0";"1";"1";"0";"0";"0"
"200700015036";"0";"0";"0";"1";"0";"0"
"200700015037";"0";"1";"1";"0";"0";"0"
"200700015038";"0";"0";"2";"0";"0";"0"
"200700015039";"0";"0";"1";"0";"1";"0"
"200700015040";"0";"1";"1";"0";"0";"0"
"200700015041";"0";"0";"1";"0";"0";"0"
"200700015042";"0";"0";"4";"1";"0";"0"
"200700019617";"0";"0";"1";"0";"0";"0"
"200700020014";"0";"0";"2";"0";"0";"0"
"200700020015";"0";"0";"2";"0";"0";"0"
"200700020016";"0";"0";"1";"0";"0";"0"
"200700020017";"0";"0";"0";"0";"1";"0"
"200700020018";"0";"1";"1";"0";"0";"0"
"200700020019";"0";"0";"1";"0";"0";"0"
"200700020020";"0";"0";"3";"0";"0";"0"
"200700020021";"0";"0";"2";"0";"0";"0"
"200700020022";"0";"0";"1";"0";"1";"0"
"200700020023";"0";"0";"1";"0";"0";"0"
"200700020024";"0";"1";"1";"0";"0";"0"
"200700020025";"0";"1";"1";"0";"0";"0"
"200700020026";"0";"0";"1";"0";"0";"0"
"200700020027";"0";"0";"1";"1";"0";"0"
"200700020028";"0";"1";"1";"0";"0";"0"
"200700020029";"0";"0";"1";"1";"0";"0"
"200700020030";"0";"0";"1";"0";"0";"0"
"200700020031";"0";"0";"1";"1";"0";"0"
"200700020032";"0";"0";"1";"0";"0";"0"
"200700020033";"0";"0";"1";"0";"0";"0"
"200700020034";"0";"0";"1";"0";"1";"0"
"200700020035";"0";"0";"0";"0";"1";"0"
"200700020181";"0";"0";"1";"0";"0";"0"
"200700021904";"0";"1";"0";"0";"0";"0"
"200700021905";"1";"0";"1";"0";"0";"0"
"200700021906";"0";"0";"2";"0";"0";"0"
"200700021907";"0";"0";"1";"0";"1";"0"
"200700021908";"0";"0";"1";"0";"0";"0"
"200700021909";"0";"1";"1";"0";"0";"0"
"200700021910";"1";"0";"1";"0";"0";"0"
"200700021911";"0";"0";"1";"0";"0";"0"
"200700021912";"0";"0";"1";"0";"0";"0"
"200700021913";"0";"1";"1";"0";"0";"0"
"200700021914";"0";"0";"3";"0";"0";"0"
"200700021915";"0";"0";"1";"0";"0";"0"
"200700021916";"0";"0";"1";"0";"0";"0"
"200700021917";"0";"1";"0";"0";"1";"0"
"200700021918";"0";"0";"1";"0";"0";"0"
"200700021919";"0";"0";"2";"0";"0";"0"
"200700021920";"1";"0";"3";"0";"0";"0"
"200700021921";"0";"0";"1";"1";"0";"0"
"200700021922";"0";"0";"1";"0";"1";"0"
"200700021923";"0";"1";"1";"0";"0";"0"
"200700021924";"0";"0";"3";"0";"0";"0"
"200700021925";"0";"0";"1";"0";"0";"0"
"200700021926";"0";"1";"1";"0";"0";"0"
"200700021927";"0";"1";"1";"0";"0";"0"
"200700021928";"0";"0";"1";"0";"0";"0"
"200700021929";"1";"0";"1";"0";"0";"0"
"200700021930";"0";"0";"1";"0";"1";"0"
"200700021931";"0";"1";"0";"1";"0";"0"
"200700021932";"0";"1";"1";"0";"0";"0"
"200700021933";"0";"0";"2";"0";"0";"0"
"200700021934";"0";"0";"1";"0";"0";"0"
"200700026742";"0";"0";"2";"0";"0";"0"
"200700026743";"0";"0";"1";"0";"1";"0"
"200700026744";"0";"0";"2";"0";"0";"0"
"200700026745";"0";"0";"2";"0";"0";"0"
"200700026746";"0";"0";"1";"0";"1";"0"
"200700026747";"2";"0";"1";"0";"0";"0"
"200700026748";"0";"0";"2";"0";"0";"0"
"200700026749";"0";"0";"1";"0";"0";"1"
"200700026750";"0";"0";"2";"0";"0";"0"
"200700026751";"0";"0";"1";"0";"0";"0"
"200700026752";"0";"0";"1";"0";"0";"0"
"200700026753";"0";"0";"1";"0";"1";"0"
"200700026754";"0";"0";"1";"0";"0";"0"
"200700026878";"0";"0";"1";"0";"0";"0"
"200700026879";"0";"0";"2";"0";"0";"0"
"200700026880";"0";"0";"1";"0";"4";"0"
"200700028607";"0";"1";"1";"0";"0";"0"
"200700028608";"0";"0";"1";"0";"0";"0"
"200700028609";"0";"0";"0";"1";"0";"0"
"200700028610";"0";"0";"1";"0";"0";"0"
"200700028611";"0";"1";"1";"0";"0";"0"
"200700028612";"0";"0";"1";"0";"1";"0"
"200700028613";"0";"0";"0";"0";"2";"0"
"200700028614";"0";"0";"1";"0";"1";"0"
"200700028615";"0";"0";"1";"0";"1";"0"
"200700028616";"0";"1";"1";"0";"0";"0"
"200700028617";"0";"0";"2";"0";"0";"0"
"200700028618";"0";"0";"2";"0";"0";"0"
"200700028619";"0";"0";"1";"0";"0";"0"
"200700028620";"0";"0";"1";"0";"1";"0"
"200700028621";"0";"0";"2";"0";"0";"0"
"200700028622";"0";"0";"2";"0";"0";"0"
"200700028623";"1";"0";"1";"0";"0";"0"
"200700028624";"0";"0";"2";"0";"0";"0"
"200700028625";"0";"1";"1";"0";"0";"0"
"200700028626";"0";"0";"2";"0";"0";"0"
"200700028627";"0";"0";"0";"0";"2";"0"
"200700028628";"0";"0";"2";"0";"0";"0"
"200700028629";"0";"0";"1";"0";"1";"0"
"200700028630";"0";"0";"0";"0";"1";"0"
"200700028631";"0";"1";"1";"0";"0";"0"
"200700028632";"0";"0";"1";"0";"0";"0"
"200700028633";"0";"0";"1";"0";"1";"0"
"200700028634";"0";"1";"1";"0";"0";"0"
"200700028635";"1";"0";"1";"0";"0";"0"
"200700028636";"0";"1";"1";"0";"0";"0"
"200700028637";"0";"0";"2";"0";"0";"0"
"200700028638";"0";"0";"1";"0";"0";"0"
"200700028639";"0";"0";"3";"0";"0";"0"
"200700028640";"0";"0";"2";"0";"0";"0"
"200700028641";"0";"0";"1";"0";"0";"0"
"200700028642";"0";"0";"1";"0";"0";"0"
"200700028643";"0";"0";"1";"0";"1";"0"
"200700028644";"0";"0";"2";"0";"1";"0"
"200700028645";"0";"0";"1";"0";"0";"0"
"200700033220";"0";"0";"1";"0";"0";"0"
"200700033221";"0";"0";"1";"0";"0";"0"
"200700033671";"0";"0";"1";"0";"0";"0"
"200700033672";"0";"0";"2";"0";"0";"0"
"200700033673";"0";"0";"1";"1";"0";"0"
"200700033674";"0";"0";"0";"0";"1";"0"
"200700033675";"0";"0";"1";"0";"0";"1"
"200700033676";"0";"0";"1";"0";"1";"0"
"200700033677";"0";"0";"2";"0";"0";"0"
"200700033678";"0";"1";"0";"0";"0";"0"
"200700033679";"0";"1";"1";"0";"0";"0"
"200700033680";"0";"0";"2";"0";"0";"0"
"200700033681";"1";"0";"1";"0";"0";"0"
"200700033682";"0";"0";"1";"0";"1";"0"
"200700033683";"0";"0";"2";"0";"0";"0"
"200700033684";"0";"0";"2";"0";"0";"0"
"200700033685";"0";"0";"0";"0";"2";"0"
"200700033686";"0";"0";"1";"0";"0";"0"
"200700033687";"0";"0";"0";"0";"1";"0"
"200700033688";"0";"0";"1";"0";"0";"0"
"200700033689";"0";"0";"1";"0";"0";"0"
"200700033690";"0";"0";"3";"0";"0";"0"
"200700033691";"0";"0";"2";"0";"0";"0"
"200700033692";"0";"1";"1";"0";"0";"0"
"200700033856";"0";"0";"0";"1";"0";"0"
"200700033857";"0";"0";"1";"1";"0";"0"
"200700033858";"0";"0";"1";"0";"0";"0"
"200700033860";"0";"0";"1";"0";"0";"0"
"200700035781";"0";"0";"1";"0";"0";"0"
"200700035782";"0";"1";"1";"0";"0";"0"
"200700035783";"0";"0";"1";"0";"0";"0"
"200700035784";"0";"1";"0";"0";"0";"0"
"200700035785";"1";"0";"1";"0";"0";"0"
"200700035786";"0";"0";"1";"0";"0";"0"
"200700035787";"0";"0";"2";"0";"0";"0"
"200700035788";"0";"0";"1";"0";"0";"0"
"200700035789";"0";"0";"1";"0";"0";"0"
"200700035790";"0";"1";"1";"0";"0";"0"
"200700035791";"0";"0";"1";"0";"0";"0"
"200700035792";"0";"0";"1";"0";"0";"0"
"200700035793";"1";"0";"1";"0";"0";"0"
"200700035794";"0";"0";"2";"1";"0";"0"
"200700035795";"1";"0";"1";"0";"0";"0"
"200700035796";"0";"0";"1";"0";"0";"0"
"200700035797";"0";"0";"1";"0";"0";"1"
"200700035798";"0";"0";"2";"0";"0";"0"
"200700035799";"0";"0";"1";"1";"0";"0"
"200700035800";"0";"1";"1";"0";"0";"0"
"200700035801";"0";"0";"2";"0";"0";"0"
"200700035802";"0";"0";"2";"0";"0";"0"
"200700035803";"0";"0";"2";"0";"0";"0"
"200700035804";"0";"0";"0";"0";"1";"0"
"200700041222";"0";"0";"1";"0";"0";"0"
"200700041223";"0";"0";"1";"0";"0";"0"
"200700041224";"0";"0";"0";"0";"1";"0"
"200700041225";"0";"0";"0";"0";"1";"0"
"200700041226";"0";"0";"2";"0";"0";"0"
"200700041227";"0";"0";"2";"0";"0";"0"
"200700041228";"0";"0";"1";"0";"0";"0"
"200700041229";"0";"0";"1";"0";"0";"0"
"200700041230";"0";"0";"2";"0";"0";"0"
"200700041231";"0";"0";"1";"0";"1";"0"
"200700041232";"0";"0";"0";"0";"1";"1"
"200700041233";"0";"0";"1";"0";"0";"0"
"200700041234";"0";"0";"1";"0";"0";"0"
"200700041235";"0";"0";"2";"0";"0";"0"
"200700041236";"0";"0";"2";"0";"0";"0"
"200700041237";"0";"0";"2";"0";"0";"0"
"200700041238";"0";"0";"3";"0";"0";"0"
"200700041239";"0";"0";"1";"0";"0";"0"
"200700041240";"1";"1";"0";"0";"0";"0"
"200700041241";"0";"0";"0";"0";"1";"1"
"200700041242";"0";"0";"0";"0";"1";"0"
"200700041243";"0";"0";"2";"0";"0";"0"
"200700041244";"0";"0";"1";"1";"0";"0"
"200700041245";"0";"0";"2";"0";"0";"0"
"200700041246";"0";"0";"1";"0";"0";"0"
"200700041247";"0";"0";"2";"0";"0";"0"
"200700041248";"0";"0";"1";"0";"0";"0"
"200700041249";"0";"0";"1";"0";"0";"0"
"200700041250";"0";"1";"1";"0";"0";"0"
"200700041392";"0";"0";"1";"0";"0";"0"
"200700041395";"0";"0";"1";"0";"0";"0"
"200700043209";"0";"0";"1";"0";"0";"0"
"200700043210";"0";"0";"1";"0";"1";"0"
"200700043211";"0";"0";"3";"0";"0";"0"
"200700043212";"0";"0";"2";"0";"0";"0"
"200700043213";"0";"1";"1";"0";"0";"0"
"200700043214";"0";"0";"2";"0";"0";"0"
"200700043215";"0";"0";"1";"0";"1";"0"
"200700043216";"0";"0";"1";"0";"1";"0"
"200700043217";"0";"0";"1";"0";"0";"0"
"200700043218";"0";"0";"2";"0";"0";"0"
"200700043219";"0";"0";"2";"0";"0";"0"
"200700043220";"0";"0";"0";"0";"1";"0"
"200700043221";"0";"0";"2";"0";"0";"0"
"200700043222";"0";"0";"2";"0";"0";"0"
"200700043223";"0";"0";"1";"0";"1";"0"
"200700043224";"1";"0";"1";"0";"0";"0"
"200700043225";"0";"0";"2";"0";"0";"0"
"200700043226";"0";"0";"0";"1";"0";"0"
"200700043227";"0";"0";"1";"0";"0";"0"
"200700043228";"0";"0";"1";"0";"1";"0"
"200700043229";"0";"0";"4";"1";"0";"0"
"200700043230";"0";"0";"2";"0";"0";"0"
"200700043231";"0";"0";"4";"0";"0";"0"
"200700043232";"0";"0";"1";"0";"1";"0"
"200700043233";"0";"1";"1";"0";"0";"0"
"200700043234";"0";"0";"0";"1";"0";"1"
"200700043235";"0";"0";"2";"0";"0";"0"
"200700043236";"0";"0";"1";"0";"0";"0"
"200700043237";"0";"0";"2";"0";"0";"0"
"200700043238";"0";"0";"1";"0";"1";"0"
"200700043239";"0";"0";"3";"0";"0";"0"
"200700043240";"0";"1";"1";"0";"0";"0"
"200700048205";"0";"0";"1";"1";"0";"0"
"200700048206";"0";"0";"1";"0";"0";"0"
"200700048207";"3";"0";"1";"0";"0";"0"
"200700048208";"0";"0";"0";"0";"1";"0"
"200700048209";"0";"0";"1";"0";"0";"0"
"200700048210";"0";"0";"1";"0";"0";"0"
"200700048211";"0";"0";"1";"0";"0";"0"
"200700048212";"0";"0";"2";"0";"0";"0"
"200700048213";"0";"0";"1";"0";"1";"0"
"200700048214";"0";"0";"1";"0";"1";"0"
"200700048215";"0";"0";"6";"0";"0";"0"
"200700048216";"0";"0";"2";"0";"0";"0"
"200700048217";"0";"0";"3";"0";"0";"0"
"200700048218";"0";"1";"0";"0";"0";"0"
"200700048219";"0";"0";"2";"0";"0";"0"
"200700048220";"0";"0";"2";"0";"0";"0"
"200700048221";"0";"0";"2";"0";"0";"0"
"200700048222";"0";"1";"1";"0";"0";"0"
"200700048223";"0";"0";"0";"0";"1";"0"
"200700048224";"0";"0";"1";"0";"1";"0"
"200700048494";"0";"0";"1";"0";"0";"0"
"200700048495";"0";"0";"1";"0";"0";"0"
"200700049963";"0";"1";"1";"0";"0";"0"
"200700049964";"0";"0";"1";"0";"0";"0"
"200700049965";"0";"1";"1";"0";"0";"0"
"200700049966";"1";"0";"1";"0";"0";"0"
"200700049967";"0";"0";"2";"0";"0";"0"
"200700049968";"0";"0";"2";"0";"0";"0"
"200700049969";"0";"1";"0";"0";"0";"0"
"200700049970";"1";"0";"1";"0";"0";"0"
"200700049971";"0";"0";"2";"0";"0";"0"
"200700049972";"0";"1";"1";"0";"0";"0"
"200700049973";"0";"0";"1";"0";"1";"0"
"200700049974";"0";"0";"1";"0";"1";"0"
"200700049975";"0";"1";"1";"0";"0";"0"
"200700049976";"0";"0";"1";"0";"0";"0"
"200700049977";"0";"1";"1";"0";"0";"0"
"200700049978";"0";"0";"0";"0";"1";"0"
"200700049979";"0";"0";"2";"0";"0";"0"
"200700049980";"1";"0";"1";"0";"0";"0"
"200700049981";"0";"0";"1";"0";"0";"0"
"200700049982";"0";"0";"1";"0";"0";"0"
"200700049983";"0";"0";"2";"0";"0";"0"
"200700054265";"0";"0";"2";"0";"0";"0"
"200700054266";"0";"0";"3";"0";"0";"0"
"200700054267";"1";"0";"1";"0";"0";"0"
"200700054268";"0";"0";"1";"0";"0";"0"
"200700054269";"0";"0";"1";"0";"0";"0"
"200700054270";"0";"0";"1";"0";"0";"0"
"200700054271";"0";"1";"0";"1";"0";"0"
"200700054272";"1";"0";"0";"0";"1";"0"
"200700054273";"0";"0";"2";"0";"0";"0"
"200700054274";"0";"0";"0";"0";"1";"0"
"200700054275";"0";"0";"1";"2";"0";"0"
"200700054276";"0";"0";"0";"1";"0";"0"
"200700054277";"0";"1";"1";"0";"0";"0"
"200700054278";"0";"0";"1";"0";"0";"0"
"200700054279";"2";"1";"0";"0";"0";"0"
"200700054280";"0";"1";"0";"0";"0";"0"
"200700054281";"0";"0";"1";"0";"0";"0"
"200700054282";"0";"0";"1";"0";"0";"0"
"200700054283";"0";"0";"1";"0";"0";"0"
"200700054284";"0";"0";"1";"0";"1";"0"
"200700054285";"0";"0";"1";"0";"0";"0"
"200700054286";"0";"0";"0";"0";"1";"0"
"200700054287";"0";"0";"2";"0";"0";"0"
"200700054288";"0";"1";"1";"0";"0";"0"
"200700054289";"0";"0";"0";"0";"1";"0"
"200700054431";"0";"0";"1";"0";"0";"0"
"200700056404";"0";"0";"0";"1";"0";"1"
"200700056405";"1";"0";"0";"0";"0";"0"
"200700056406";"1";"0";"1";"0";"0";"0"
"200700056407";"0";"0";"3";"0";"0";"0"
"200700056408";"0";"1";"1";"0";"0";"0"
"200700056409";"0";"0";"1";"0";"0";"0"
"200700056410";"0";"0";"0";"0";"0";"1"
"200700056411";"0";"0";"1";"0";"0";"0"
"200700056412";"0";"1";"0";"1";"0";"0"
"200700056413";"1";"0";"1";"0";"0";"0"
"200700056414";"0";"0";"2";"0";"0";"0"
"200700056415";"1";"0";"0";"0";"1";"0"
"200700056416";"1";"0";"1";"0";"0";"0"
"200700056417";"1";"0";"1";"0";"0";"0"
"200700056418";"0";"0";"1";"0";"1";"0"
"200700056419";"0";"0";"2";"0";"0";"0"
"200700056420";"0";"0";"1";"1";"0";"0"
"200700056421";"0";"0";"1";"0";"0";"0"
"200700056422";"0";"0";"1";"0";"1";"0"
"200700056423";"0";"0";"1";"0";"0";"1"
"200700056424";"1";"0";"1";"0";"0";"0"
"200700056425";"0";"1";"1";"0";"0";"0"
"200700056426";"0";"0";"1";"0";"0";"0"
"200700056427";"0";"0";"3";"0";"0";"0"
"200700056428";"1";"0";"1";"0";"0";"0"
"200700056429";"0";"0";"2";"0";"0";"0"
"200700056430";"0";"0";"2";"0";"0";"0"
"200700056431";"1";"1";"0";"0";"0";"0"
"200700056432";"0";"1";"1";"0";"0";"0"
