"Num_Acc";"an";"mois";"jour";"hrmn";"Jour_semaine";"lum";"agg";"atm";"adr";"long";"lat";"dep";"catu";"grav";"sexe";"trajet";"age";"gravit";"heure";"weekend";"grnds_vacs";"fev";"oct";"traj1";"traj2";"traj3";"traj4";"traj5";"catusag";"atmos";"lumi";"temper";"humid";"precipit";"h_neige"
200500051567;2005;8;20;1510;"Samedi";1;1;1;"PRESIDENT KENNEDY (AVENU";"";NA;450;1;1;0;5;45;0;15;1;1;0;0;0;0;0;0;1;1;0;3;289,3125;78;0,025;0
200500051567;2005;8;20;1510;"Samedi";1;1;1;"PRESIDENT KENNEDY (AVENU";"";NA;450;2;4;0;9;38;1;15;1;1;0;0;0;0;0;0;0;1;0;3;289,3125;78;0,025;0
200500051567;2005;8;20;1510;"Samedi";1;1;1;"PRESIDENT KENNEDY (AVENU";"";NA;450;2;4;0;9;1;1;15;1;1;0;0;0;0;0;0;0;1;0;3;289,3125;78;0,025;0
200500051567;2005;8;20;1510;"Samedi";1;1;1;"PRESIDENT KENNEDY (AVENU";"";NA;450;2;4;0;9;5;1;15;1;1;0;0;0;0;0;0;0;1;0;3;289,3125;78;0,025;0
200500051567;2005;8;20;1510;"Samedi";1;1;1;"PRESIDENT KENNEDY (AVENU";"";NA;450;2;4;1;9;3;1;15;1;1;0;0;0;0;0;0;0;1;0;3;289,3125;78;0,025;0
200500051568;2005;8;30;810;"Mardi";1;1;7;"SAINT LAURENT (QUAI )";"";NA;450;1;1;1;1;22;0;8;0;1;0;0;1;0;0;0;0;1;0;3;296,021428571429;61,5714285714286;0;0
200500051568;2005;8;30;810;"Mardi";1;1;7;"SAINT LAURENT (QUAI )";"";NA;450;1;4;0;5;58;1;8;0;1;0;0;0;0;0;0;1;1;0;3;296,021428571429;61,5714285714286;0;0
200500051569;2005;8;31;1810;"Mercredi";1;1;1;"126, BOURGOGNE (RUE DE)";"";NA;450;1;1;0;1;29;0;18;0;1;0;0;1;0;0;0;0;1;0;3;298,675;54,375;0;0
200500051569;2005;8;31;1810;"Mercredi";1;1;1;"126, BOURGOGNE (RUE DE)";"";NA;450;1;3;1;5;52;2;18;0;1;0;0;0;0;0;0;1;1;0;3;298,675;54,375;0;0
200500055819;2005;9;12;115;"Lundi";5;1;2;"Route nationale 20";"0";"0";450;1;2;0;5;31;3;1;0;0;0;0;0;0;0;0;1;1;1;1;289,9875;93,625;1,875;0
200500055819;2005;9;12;115;"Lundi";5;1;2;"Route nationale 20";"0";"0";450;2;2;0;9;25;3;1;0;0;0;0;0;0;0;0;0;1;1;1;289,9875;93,625;1,875;0
200500055820;2005;9;16;545;"Vendredi";2;1;1;"CD936";"0";"0";450;1;4;0;5;32;1;5;0;0;0;0;0;0;0;0;1;1;0;2;288,2;92,375;1;0
200500055821;2005;9;6;1230;"Mardi";1;0;1;"";"2.278";"47.9";450;1;2;1;9;71;3;12;0;0;0;0;0;0;0;0;0;1;0;3;291,2625;88;0,75;0
200500055821;2005;9;6;1230;"Mardi";1;0;1;"";"2.278";"47.9";450;2;2;1;9;37;3;12;0;0;0;0;0;0;0;0;0;1;0;3;291,2625;88;0,75;0
200500055822;2005;9;29;930;"Jeudi";1;0;2;"CD951";"0";"0";450;1;4;0;1;20;1;9;0;0;0;0;1;0;0;0;0;1;1;3;287,5125;76,125;0,075;0
200500055822;2005;9;29;930;"Jeudi";1;0;2;"CD951";"0";"0";450;1;1;0;5;73;0;9;0;0;0;0;0;0;0;0;1;1;1;3;287,5125;76,125;0,075;0
200500055823;2005;9;29;2230;"Jeudi";3;0;1;"lieu-dit Les Longères";"0";"0";450;1;1;1;5;55;0;22;0;0;0;0;0;0;0;0;1;1;0;0;287,5125;76,125;0,075;0
200500055823;2005;9;29;2230;"Jeudi";3;0;1;"lieu-dit Les Longères";"0";"0";450;1;3;1;1;24;2;22;0;0;0;0;1;0;0;0;0;1;0;0;287,5125;76,125;0,075;0
200500055823;2005;9;29;2230;"Jeudi";3;0;1;"lieu-dit Les Longères";"0";"0";450;1;1;0;1;26;0;22;0;0;0;0;1;0;0;0;0;1;0;0;287,5125;76,125;0,075;0
200500055823;2005;9;29;2230;"Jeudi";3;0;1;"lieu-dit Les Longères";"0";"0";450;1;1;0;5;67;0;22;0;0;0;0;0;0;0;0;1;1;0;0;287,5125;76,125;0,075;0
200500055824;2005;9;22;1830;"Jeudi";1;1;1;"route de Huisseau";"1.743";"47.874";450;1;1;1;9;21;0;18;0;0;0;0;0;0;0;0;0;1;0;3;288,125;65,125;0;0
200500055824;2005;9;22;1830;"Jeudi";1;1;1;"route de Huisseau";"1.743";"47.874";450;1;3;0;5;46;2;18;0;0;0;0;0;0;0;0;1;1;0;3;288,125;65,125;0;0
200500055825;2005;9;10;1215;"Samedi";1;0;2;"";"2.054";"47.945";450;1;1;1;5;20;0;12;1;0;0;0;0;0;0;0;1;1;1;3;290,375;86;0,35;0
200500055825;2005;9;10;1215;"Samedi";1;0;2;"";"2.054";"47.945";450;2;3;0;9;51;2;12;1;0;0;0;0;0;0;0;0;1;1;3;290,375;86;0,35;0
200500055825;2005;9;10;1215;"Samedi";1;0;2;"";"2.054";"47.945";450;2;3;1;9;54;2;12;1;0;0;0;0;0;0;0;0;1;1;3;290,375;86;0,35;0
200500055825;2005;9;10;1215;"Samedi";1;0;2;"";"2.054";"47.945";450;2;4;0;9;18;1;12;1;0;0;0;0;0;0;0;0;1;1;3;290,375;86;0,35;0
200500055825;2005;9;10;1215;"Samedi";1;0;2;"";"2.054";"47.945";450;1;3;0;5;20;2;12;1;0;0;0;0;0;0;0;1;1;1;3;290,375;86;0,35;0
200500055826;2005;9;4;2030;"Dimanche";2;1;1;"74 bis rue Paul Bert";"0";"0";450;1;3;0;9;49;2;20;1;0;0;0;0;0;0;0;0;1;0;2;298,375;64;0;0
200500055826;2005;9;4;2030;"Dimanche";2;1;1;"74 bis rue Paul Bert";"0";"0";450;3;1;0;9;44;0;20;1;0;0;0;0;0;0;0;0;0;0;2;298,375;64;0;0
200500055826;2005;9;4;2030;"Dimanche";2;1;1;"74 bis rue Paul Bert";"0";"0";450;3;1;1;9;46;0;20;1;0;0;0;0;0;0;0;0;0;0;2;298,375;64;0;0
200500055827;2005;9;10;1215;"Samedi";1;1;2;"Rue du 32ème R.I";"0";"0";450;1;1;0;1;43;0;12;1;0;0;0;1;0;0;0;0;1;1;3;290,375;86;0,35;0
200500055827;2005;9;10;1215;"Samedi";1;1;2;"Rue du 32ème R.I";"0";"0";450;1;3;0;1;17;2;12;1;0;0;0;1;0;0;0;0;1;1;3;290,375;86;0,35;0
200500055828;2005;9;10;1200;"Samedi";1;0;2;"";"2.816";"47.689";450;1;1;0;5;49;0;12;1;0;0;0;0;0;0;0;1;1;1;3;290,375;86;0,35;0
200500055828;2005;9;10;1200;"Samedi";1;0;2;"";"2.816";"47.689";450;2;3;0;9;12;2;12;1;0;0;0;0;0;0;0;0;1;1;3;290,375;86;0,35;0
200500055828;2005;9;10;1200;"Samedi";1;0;2;"";"2.816";"47.689";450;2;3;0;9;14;2;12;1;0;0;0;0;0;0;0;0;1;1;3;290,375;86;0,35;0
200500055828;2005;9;10;1200;"Samedi";1;0;2;"";"2.816";"47.689";450;2;3;1;9;36;2;12;1;0;0;0;0;0;0;0;0;1;1;3;290,375;86;0,35;0
200500055828;2005;9;10;1200;"Samedi";1;0;2;"";"2.816";"47.689";450;1;3;0;5;25;2;12;1;0;0;0;0;0;0;0;1;1;1;3;290,375;86;0,35;0
200500055829;2005;9;30;1100;"Vendredi";1;0;1;"Le Berceau";"0";"0";450;1;1;0;5;56;0;11;0;0;0;0;0;0;0;0;1;1;0;3;286,825;73,125;0;0
200500055829;2005;9;30;1100;"Vendredi";1;0;1;"Le Berceau";"0";"0";450;1;3;0;4;47;2;11;0;0;0;0;0;0;0;1;0;1;0;3;286,825;73,125;0;0
200500055831;2005;9;4;1700;"Dimanche";1;1;1;"RN 2060, rue du Lieutena";"0";"0";450;1;4;0;9;70;1;17;1;0;0;0;0;0;0;0;0;1;0;3;298,375;64;0;0
200500055832;2005;9;25;445;"Dimanche";3;0;1;"";"2.736";"47.948";450;1;4;0;1;21;1;4;1;0;0;0;1;0;0;0;0;1;0;0;287,7;92,375;1,5;0
200500055833;2005;9;9;1330;"Vendredi";1;0;1;"";"2.906";"48.069";450;1;1;0;4;26;0;13;0;0;0;0;0;0;0;1;0;1;0;3;293,0125;74,5;0;0
200500055833;2005;9;9;1330;"Vendredi";1;0;1;"";"2.906";"48.069";450;2;1;0;9;21;0;13;0;0;0;0;0;0;0;0;0;1;0;3;293,0125;74,5;0;0
200500055833;2005;9;9;1330;"Vendredi";1;0;1;"";"2.906";"48.069";450;1;4;1;1;36;1;13;0;0;0;0;1;0;0;0;0;1;0;3;293,0125;74,5;0;0
200500055834;2005;9;24;115;"Samedi";3;0;1;"RN60, PK 16";"0";"0";450;1;1;0;5;21;0;1;1;0;0;0;0;0;0;0;1;1;0;0;290,8375;66,5;0;0
200500055834;2005;9;24;115;"Samedi";3;0;1;"RN60, PK 16";"0";"0";450;1;3;0;5;35;2;1;1;0;0;0;0;0;0;0;1;1;0;0;290,8375;66,5;0;0
200500055834;2005;9;24;115;"Samedi";3;0;1;"RN60, PK 16";"0";"0";450;2;1;1;9;30;0;1;1;0;0;0;0;0;0;0;0;1;0;0;290,8375;66,5;0;0
200500055834;2005;9;24;115;"Samedi";3;0;1;"RN60, PK 16";"0";"0";450;1;1;0;4;44;0;1;1;0;0;0;0;0;0;1;0;1;0;0;290,8375;66,5;0;0
200500055838;2005;9;24;1045;"Samedi";1;0;1;"CD 928";"0";"0";450;1;1;0;3;50;0;10;1;0;0;0;0;0;1;0;0;1;0;3;290,8375;66,5;0;0
200500055838;2005;9;24;1045;"Samedi";1;0;1;"CD 928";"0";"0";450;1;3;1;5;21;2;10;1;0;0;0;0;0;0;0;1;1;0;3;290,8375;66,5;0;0
200500055839;2005;9;24;1330;"Samedi";1;0;1;"";"2.42";"48.301";450;1;3;0;5;19;2;13;1;0;0;0;0;0;0;0;1;1;0;3;290,8375;66,5;0;0
200500055839;2005;9;24;1330;"Samedi";1;0;1;"";"2.42";"48.301";450;2;3;0;9;18;2;13;1;0;0;0;0;0;0;0;0;1;0;3;290,8375;66,5;0;0
200500055840;2005;9;25;1715;"Dimanche";1;1;1;"gâtinais et rue de Laas";"0";"0";450;1;1;0;5;38;0;17;1;0;0;0;0;0;0;0;1;1;0;3;287,7;92,375;1,5;0
200500055840;2005;9;25;1715;"Dimanche";1;1;1;"gâtinais et rue de Laas";"0";"0";450;1;3;0;5;21;2;17;1;0;0;0;0;0;0;0;1;1;0;3;287,7;92,375;1,5;0
200500055841;2005;9;11;1600;"Dimanche";1;1;1;"31, rue du Stade";"0";"0";450;1;1;0;5;31;0;16;1;0;0;0;0;0;0;0;1;1;0;3;289,8875;78,25;0;0
200500055841;2005;9;11;1600;"Dimanche";1;1;1;"31, rue du Stade";"0";"0";450;3;1;0;5;0;0;16;1;0;0;0;0;0;0;0;1;0;0;3;289,8875;78,25;0;0
200500055841;2005;9;11;1600;"Dimanche";1;1;1;"31, rue du Stade";"0";"0";450;3;4;1;5;30;1;16;1;0;0;0;0;0;0;0;1;0;0;3;289,8875;78,25;0;0
200500055842;2005;9;30;2000;"Vendredi";5;1;1;"rue de Chicago";"2.475";"48.209";450;1;1;1;5;73;0;20;0;0;0;0;0;0;0;0;1;1;0;1;286,825;73,125;0;0
200500055842;2005;9;30;2000;"Vendredi";5;1;1;"rue de Chicago";"2.475";"48.209";450;2;1;0;9;69;0;20;0;0;0;0;0;0;0;0;0;1;0;1;286,825;73,125;0;0
200500055842;2005;9;30;2000;"Vendredi";5;1;1;"rue de Chicago";"2.475";"48.209";450;3;4;1;5;6;1;20;0;0;0;0;0;0;0;0;1;0;0;1;286,825;73,125;0;0
200500055843;2005;9;2;1830;"Vendredi";1;0;1;"";"2.512";"48.206";450;1;3;0;9;19;2;18;0;0;0;0;0;0;0;0;0;1;0;3;294,125;74,375;0;0
200500055843;2005;9;2;1830;"Vendredi";1;0;1;"";"2.512";"48.206";450;2;3;0;9;21;2;18;0;0;0;0;0;0;0;0;0;1;0;3;294,125;74,375;0;0
200500056051;2005;9;2;1525;"Vendredi";1;0;1;"A10 PK 79+250 PROPA";"0";"0";450;1;1;1;5;39;0;15;0;0;0;0;0;0;0;0;1;1;0;3;294,125;74,375;0;0
200500056051;2005;9;2;1525;"Vendredi";1;0;1;"A10 PK 79+250 PROPA";"0";"0";450;2;1;0;9;38;0;15;0;0;0;0;0;0;0;0;0;1;0;3;294,125;74,375;0;0
200500056051;2005;9;2;1525;"Vendredi";1;0;1;"A10 PK 79+250 PROPA";"0";"0";450;1;4;0;5;76;1;15;0;0;0;0;0;0;0;0;1;1;0;3;294,125;74,375;0;0
200500056051;2005;9;2;1525;"Vendredi";1;0;1;"A10 PK 79+250 PROPA";"0";"0";450;2;3;1;9;68;2;15;0;0;0;0;0;0;0;0;0;1;0;3;294,125;74,375;0;0
200500056052;2005;9;5;420;"Lundi";3;0;1;"PK 122 + 220";"0";"0";450;1;4;0;4;34;1;4;0;0;0;0;0;0;0;1;0;1;0;0;292,4;81;0,4;0
200500056052;2005;9;5;420;"Lundi";3;0;1;"PK 122 + 220";"0";"0";450;2;3;0;9;34;2;4;0;0;0;0;0;0;0;0;0;1;0;0;292,4;81;0,4;0
200500056053;2005;9;9;1450;"Vendredi";1;0;1;"2+400 SENS VERS PROVINCE";"0";"0";450;1;3;0;4;28;2;14;0;0;0;0;0;0;0;1;0;1;0;3;293,0125;74,5;0;0
200500056053;2005;9;9;1450;"Vendredi";1;0;1;"2+400 SENS VERS PROVINCE";"0";"0";450;2;2;0;9;45;3;14;0;0;0;0;0;0;0;0;0;1;0;3;293,0125;74,5;0;0
200500056055;2005;9;12;1040;"Lundi";1;0;2;"Autoroute A10   PK 82";"0";"0";450;1;4;0;5;68;1;10;0;0;0;0;0;0;0;0;1;1;1;3;289,9875;93,625;1,875;0
200500056055;2005;9;12;1040;"Lundi";1;0;2;"Autoroute A10   PK 82";"0";"0";450;2;1;1;9;63;0;10;0;0;0;0;0;0;0;0;0;1;1;3;289,9875;93,625;1,875;0
200500058651;2005;9;10;2020;"Samedi";3;0;1;"RN7 Carrières ROLAND";"";NA;450;1;4;0;5;37;1;20;1;0;0;0;0;0;0;0;1;1;0;0;290,375;86;0,35;0
200500058651;2005;9;10;2020;"Samedi";3;0;1;"RN7 Carrières ROLAND";"";NA;450;2;1;0;9;15;0;20;1;0;0;0;0;0;0;0;0;1;0;0;290,375;86;0,35;0
200500058651;2005;9;10;2020;"Samedi";3;0;1;"RN7 Carrières ROLAND";"";NA;450;2;1;1;9;1;0;20;1;0;0;0;0;0;0;0;0;1;0;0;290,375;86;0,35;0
200500058651;2005;9;10;2020;"Samedi";3;0;1;"RN7 Carrières ROLAND";"";NA;450;2;3;1;9;9;2;20;1;0;0;0;0;0;0;0;0;1;0;0;290,375;86;0,35;0
200500058651;2005;9;10;2020;"Samedi";3;0;1;"RN7 Carrières ROLAND";"";NA;450;2;4;0;9;4;1;20;1;0;0;0;0;0;0;0;0;1;0;0;290,375;86;0,35;0
200500058651;2005;9;10;2020;"Samedi";3;0;1;"RN7 Carrières ROLAND";"";NA;450;2;4;1;9;35;1;20;1;0;0;0;0;0;0;0;0;1;0;0;290,375;86;0,35;0
200500058652;2005;9;14;1645;"Mercredi";1;1;1;"12, CHAUSSEE (RUE DU FAU";"";NA;450;1;1;0;9;15;0;16;0;0;0;0;0;0;0;0;0;1;0;3;290,564285714286;82;0,0571428571428571;0
200500058652;2005;9;14;1645;"Mercredi";1;1;1;"12, CHAUSSEE (RUE DU FAU";"";NA;450;2;3;0;9;15;2;16;0;0;0;0;0;0;0;0;0;1;0;3;290,564285714286;82;0,0571428571428571;0
200500058652;2005;9;14;1645;"Mercredi";1;1;1;"12, CHAUSSEE (RUE DU FAU";"";NA;450;1;1;1;1;51;0;16;0;0;0;0;1;0;0;0;0;1;0;3;290,564285714286;82;0,0571428571428571;0
200500058653;2005;9;23;1150;"Vendredi";1;1;1;"28 bis, BARBUSSE (AVENUE";"";NA;450;1;1;0;9;69;0;11;0;0;0;0;0;0;0;0;0;1;0;3;289,275;65,625;0;0
200500058653;2005;9;23;1150;"Vendredi";1;1;1;"28 bis, BARBUSSE (AVENUE";"";NA;450;1;3;0;9;17;2;11;0;0;0;0;0;0;0;0;0;1;0;3;289,275;65,625;0;0
200500058654;2005;9;29;1735;"Jeudi";1;1;1;"SZIGETI (RUE)";"";NA;450;1;1;0;1;57;0;17;0;0;0;0;1;0;0;0;0;1;0;3;287,5125;76,125;0,075;0
200500058654;2005;9;29;1735;"Jeudi";1;1;1;"SZIGETI (RUE)";"";NA;450;1;3;0;2;17;2;17;0;0;0;0;0;1;0;0;0;1;0;3;287,5125;76,125;0,075;0
200500058654;2005;9;29;1735;"Jeudi";1;1;1;"SZIGETI (RUE)";"";NA;450;1;1;0;5;22;0;17;0;0;0;0;0;0;0;0;1;1;0;3;287,5125;76,125;0,075;0
200500058655;2005;9;19;845;"Lundi";1;1;1;"CHATEAU GAILLARD (RUE DU";"";NA;450;1;3;0;1;37;2;8;0;0;0;0;1;0;0;0;0;1;0;3;286,225;60;0;0
200500058655;2005;9;19;845;"Lundi";1;1;1;"CHATEAU GAILLARD (RUE DU";"";NA;450;1;4;0;1;33;1;8;0;0;0;0;1;0;0;0;0;1;0;3;286,225;60;0;0
200500058656;2005;9;20;1808;"Mardi";1;1;1;"SAINT EUVERTE (BOULEVARD";"";NA;450;1;3;0;9;54;2;18;0;0;0;0;0;0;0;0;0;1;0;3;285,6375;68,625;0;0
200500058656;2005;9;20;1808;"Mardi";1;1;1;"SAINT EUVERTE (BOULEVARD";"";NA;450;1;3;0;9;18;2;18;0;0;0;0;0;0;0;0;0;1;0;3;285,6375;68,625;0;0
200500058657;2005;9;20;1410;"Mardi";1;0;1;"67, GABELIERE (RUE DE LA";"";NA;450;3;2;1;9;64;3;14;0;0;0;0;0;0;0;0;0;0;0;3;285,6375;68,625;0;0
200500058658;2005;9;17;1805;"Samedi";1;1;1;"1, FORT DES TOURELLES (Q";"";NA;450;1;3;0;9;18;2;18;1;0;0;0;0;0;0;0;0;1;0;3;285,94375;77,625;0;0
200500058658;2005;9;17;1805;"Samedi";1;1;1;"1, FORT DES TOURELLES (Q";"";NA;450;1;1;0;9;58;0;18;1;0;0;0;0;0;0;0;0;1;0;3;285,94375;77,625;0;0
200500058658;2005;9;17;1805;"Samedi";1;1;1;"1, FORT DES TOURELLES (Q";"";NA;450;2;1;1;9;58;0;18;1;0;0;0;0;0;0;0;0;1;0;3;285,94375;77,625;0;0
200500058659;2005;9;23;1645;"Vendredi";1;1;1;"06, BAZIN (RUE HERVE BAZ";"";NA;450;1;1;0;1;22;0;16;0;0;0;0;1;0;0;0;0;1;0;3;289,275;65,625;0;0
200500058659;2005;9;23;1645;"Vendredi";1;1;1;"06, BAZIN (RUE HERVE BAZ";"";NA;450;3;3;0;2;8;2;16;0;0;0;0;0;1;0;0;0;0;0;3;289,275;65,625;0;0
200500058660;2005;9;26;1055;"Lundi";1;1;1;"114, SAINT MARC (RUE )";"";NA;450;1;1;0;4;58;0;10;0;0;0;0;0;0;0;1;0;1;0;3;285,94375;77,625;0;0
200500058660;2005;9;26;1055;"Lundi";1;1;1;"114, SAINT MARC (RUE )";"";NA;450;1;4;0;9;16;1;10;0;0;0;0;0;0;0;0;0;1;0;3;285,94375;77,625;0;0
200500058661;2005;9;27;1500;"Mardi";1;1;1;"11, OLIVET (ROUTE D'OLIV";"";NA;450;1;1;1;4;29;0;15;0;0;0;0;0;0;0;1;0;1;0;3;285,94375;77,625;0;0
200500058661;2005;9;27;1500;"Mardi";1;1;1;"11, OLIVET (ROUTE D'OLIV";"";NA;450;1;3;0;9;45;2;15;0;0;0;0;0;0;0;0;0;1;0;3;285,94375;77,625;0;0
200500058662;2005;9;30;725;"Vendredi";2;1;1;"20, COIN ROND (RUE DU CO";"";NA;450;1;3;0;9;19;2;7;0;0;0;0;0;0;0;0;0;1;0;2;286,825;73,125;0;0
200500062169;2005;7;6;935;"Mercredi";1;1;1;"SECRETAIN (AVENUE ROGER)";"";NA;450;1;1;0;4;23;0;9;0;0;0;0;0;0;0;1;0;1;0;3;290,4375;76,625;0,575;0
200500062169;2005;7;6;935;"Mercredi";1;1;1;"SECRETAIN (AVENUE ROGER)";"";NA;450;1;4;0;1;25;1;9;0;0;0;0;1;0;0;0;0;1;0;3;290,4375;76,625;0,575;0
200500062170;2005;8;30;1610;"Mardi";1;1;1;"37, MARCHAIS (RUE)";"";NA;450;1;4;0;5;86;1;16;0;1;0;0;0;0;0;0;1;1;0;3;296,021428571429;61,5714285714286;0;0
200500062171;2005;7;9;1530;"Samedi";1;0;1;"SOLOGNE (AVENUE DE)";"";NA;450;1;1;0;5;28;0;15;1;0;0;0;0;0;0;0;1;1;0;3;288,275;87;1,45;0
200500062171;2005;7;9;1530;"Samedi";1;0;1;"SOLOGNE (AVENUE DE)";"";NA;450;2;3;1;9;0;2;15;1;0;0;0;0;0;0;0;0;1;0;3;288,275;87;1,45;0
200500062171;2005;7;9;1530;"Samedi";1;0;1;"SOLOGNE (AVENUE DE)";"";NA;450;2;4;1;9;24;1;15;1;0;0;0;0;0;0;0;0;1;0;3;288,275;87;1,45;0
200500062172;2005;7;28;735;"Jeudi";4;1;1;", PRESIDENT KENNEDY (AVE";"";NA;450;1;3;0;1;25;2;7;0;0;0;0;1;0;0;0;0;1;0;0;294,925;85,25;2,05;0
200500062172;2005;7;28;735;"Jeudi";4;1;1;", PRESIDENT KENNEDY (AVE";"";NA;450;1;3;0;4;34;2;7;0;0;0;0;0;0;0;1;0;1;0;0;294,925;85,25;2,05;0
200500062173;2005;8;6;1020;"Samedi";1;1;1;"SECRETAIN (AVENUE ROGER)";"";NA;450;1;1;1;5;19;0;10;1;1;0;0;0;0;0;0;1;1;0;3;293,0375;66,875;0;0
200500062173;2005;8;6;1020;"Samedi";1;1;1;"SECRETAIN (AVENUE ROGER)";"";NA;450;2;3;1;9;2;2;10;1;1;0;0;0;0;0;0;0;1;0;3;293,0375;66,875;0;0
200500062174;2005;8;16;1330;"Mardi";1;1;1;"CHAINGY (ROUTE DE CHAING";"";NA;450;1;1;1;1;23;0;13;0;1;0;0;1;0;0;0;0;1;0;3;291,85;62,5;0;0
200500062174;2005;8;16;1330;"Mardi";1;1;1;"CHAINGY (ROUTE DE CHAING";"";NA;450;1;4;1;9;23;1;13;0;1;0;0;0;0;0;0;0;1;0;3;291,85;62,5;0;0
200500062175;2005;8;17;1700;"Mercredi";1;1;1;"VIGNAT (RUE EUGENE)";"";NA;450;1;1;1;9;22;0;17;0;1;0;0;0;0;0;0;0;1;0;3;294,3875;55,875;0;0
200500062175;2005;8;17;1700;"Mercredi";1;1;1;"VIGNAT (RUE EUGENE)";"";NA;450;1;3;0;9;23;2;17;0;1;0;0;0;0;0;0;0;1;0;3;294,3875;55,875;0;0
200500062176;2005;8;17;1735;"Mercredi";1;1;1;"SAINT MESMIN (ROUTE DE S";"";NA;450;1;4;0;9;21;1;17;0;1;0;0;0;0;0;0;0;1;0;3;294,3875;55,875;0;0
200500062176;2005;8;17;1735;"Mercredi";1;1;1;"SAINT MESMIN (ROUTE DE S";"";NA;450;1;1;0;9;23;0;17;0;1;0;0;0;0;0;0;0;1;0;3;294,3875;55,875;0;0
200500062177;2005;8;22;1630;"Lundi";1;1;1;"LABARRE (RUE PAULIN)";"";NA;450;1;1;0;5;83;0;16;0;1;0;0;0;0;0;0;1;1;0;3;291,95;65,125;0;0
200500062177;2005;8;22;1630;"Lundi";1;1;1;"LABARRE (RUE PAULIN)";"";NA;450;1;4;0;5;49;1;16;0;1;0;0;0;0;0;0;1;1;0;3;291,95;65,125;0;0
200500062178;2005;8;28;2140;"Dimanche";5;1;1;"BERTHELOT (RUE MARCELIN";"";NA;450;1;1;0;9;41;0;21;1;1;0;0;0;0;0;0;0;1;0;1;291,975;60,5;0;0
200500062178;2005;8;28;2140;"Dimanche";5;1;1;"BERTHELOT (RUE MARCELIN";"";NA;450;1;4;1;5;33;1;21;1;1;0;0;0;0;0;0;1;1;0;1;291,975;60,5;0;0
200500062178;2005;8;28;2140;"Dimanche";5;1;1;"BERTHELOT (RUE MARCELIN";"";NA;450;2;1;0;9;47;0;21;1;1;0;0;0;0;0;0;0;1;0;1;291,975;60,5;0;0
200500062179;2005;8;29;1610;"Lundi";1;1;1;"ROUTE NATIONALE 20";"";NA;450;1;3;0;1;55;2;16;0;1;0;0;1;0;0;0;0;1;0;3;294,1375;59,125;0;0
200500062179;2005;8;29;1610;"Lundi";1;1;1;"ROUTE NATIONALE 20";"";NA;450;1;1;1;5;48;0;16;0;1;0;0;0;0;0;0;1;1;0;3;294,1375;59,125;0;0
200500062179;2005;8;29;1610;"Lundi";1;1;1;"ROUTE NATIONALE 20";"";NA;450;1;1;0;9;40;0;16;0;1;0;0;0;0;0;0;0;1;0;3;294,1375;59,125;0;0
200500062180;2005;9;1;745;"Jeudi";1;1;2;"ROUTE NATIONALE 20";"";NA;450;1;4;0;5;27;1;7;0;0;0;0;0;0;0;0;1;1;1;3;293,2625;80,625;1,4;0
200500062180;2005;9;1;745;"Jeudi";1;1;2;"ROUTE NATIONALE 20";"";NA;450;1;1;0;1;32;0;7;0;0;0;0;1;0;0;0;0;1;1;3;293,2625;80,625;1,4;0
200500062180;2005;9;1;745;"Jeudi";1;1;2;"ROUTE NATIONALE 20";"";NA;450;2;4;0;9;41;1;7;0;0;0;0;0;0;0;0;0;1;1;3;293,2625;80,625;1,4;0
200500062181;2005;8;31;1420;"Mercredi";1;1;1;"JAURES (BOULEVARD JEAN )";"";NA;450;1;4;1;5;34;1;14;0;1;0;0;0;0;0;0;1;1;0;3;298,675;54,375;0;0
200500062181;2005;8;31;1420;"Mercredi";1;1;1;"JAURES (BOULEVARD JEAN )";"";NA;450;2;1;0;9;3;0;14;0;1;0;0;0;0;0;0;0;1;0;3;298,675;54,375;0;0
200500062181;2005;8;31;1420;"Mercredi";1;1;1;"JAURES (BOULEVARD JEAN )";"";NA;450;2;1;1;9;28;0;14;0;1;0;0;0;0;0;0;0;1;0;3;298,675;54,375;0;0
200500062181;2005;8;31;1420;"Mercredi";1;1;1;"JAURES (BOULEVARD JEAN )";"";NA;450;2;1;1;9;2;0;14;0;1;0;0;0;0;0;0;0;1;0;3;298,675;54,375;0;0
200500062182;2005;9;5;638;"Lundi";5;1;1;"BLOIS (ROUTE DE BLOIS)";"";NA;450;1;3;1;9;35;2;6;0;0;0;0;0;0;0;0;0;1;0;1;292,4;81;0,4;0
200500062182;2005;9;5;638;"Lundi";5;1;1;"BLOIS (ROUTE DE BLOIS)";"";NA;450;2;1;1;9;3;0;6;0;0;0;0;0;0;0;0;0;1;0;1;292,4;81;0,4;0
200500062182;2005;9;5;638;"Lundi";5;1;1;"BLOIS (ROUTE DE BLOIS)";"";NA;450;1;1;0;4;34;0;6;0;0;0;0;0;0;0;1;0;1;0;1;292,4;81;0,4;0
200500062183;2005;9;6;855;"Mardi";1;1;2;"TUILERIE (RUE DE LA)";"";NA;450;1;4;0;5;46;1;8;0;0;0;0;0;0;0;0;1;1;1;3;291,2625;88;0,75;0
200500062183;2005;9;6;855;"Mardi";1;1;2;"TUILERIE (RUE DE LA)";"";NA;450;1;1;1;1;33;0;8;0;0;0;0;1;0;0;0;0;1;1;3;291,2625;88;0,75;0
200500062183;2005;9;6;855;"Mardi";1;1;2;"TUILERIE (RUE DE LA)";"";NA;450;1;1;1;1;33;0;8;0;0;0;0;1;0;0;0;0;1;1;3;291,2625;88;0,75;0
